產品品號,單位,品      名,規      格,生產入庫,託外進貨,材料在製約量,人工製費在製約量,加工費用在製約量,材料成本,單位材料成本,材料成本(％),人工成本,單位人工成本,人工成本(％),製造費用,單位製造費用,製造費用(％),加工費用,單位加工費用,加工費用(％),生產成本,單位生產成本,本階人工成本,本階製造費用,本階加工費用
41018-1021701,PCS,TG-A1250 46.5*17*1.0mm 貼合T68(t0.025mm),長±0.4寬±0.3厚±0.12 1000PCS/7000箱 全斷/T68當底/貼合石墨片素材再裁切,,,323.016,323.016,,1205,3.7305,55.05,312,0.9659,14.25,672,2.0804,30.7,,,,2189,6.7768,312,672,
41018-1021801,PCS,TG-A1250 50*23*1.0mm 貼合T68(t0.025mm),長±0.4寬±0.3厚±0.12 500PCS/5000箱 全斷/T68當底/貼合石墨片素材再裁切,,,301.39,301.39,,1660,5.5078,63.46,303,1.0053,11.58,653,2.1666,24.96,,,,2616,8.6797,303,653,
41018-1022401,PCS,TG-A6200F 310*310*2.0mm 不背膠,長寬±1.0厚±0.20 5PCS/40箱 全斷,10,,,,,4540,454,68.57,660,66,9.97,1421,142.1,21.46,,,,6621,662.1,660,1421,
41018-1028201,PCS,TG-A3500 310*310*1.2mm 不背膠,長寬±1.5厚±0.12 10PCS/80箱 直出不修邊,1,,,,,230,230,66.86,36,36,10.47,78,78,22.67,,,,344,344,36,78,
41018-1035201,PCS,TG-A1780 10*10*0.5mm 不背膠,長寬±0.2厚±0.05 1000PCS/100000箱 膜斷/條狀/透明保護膜/加拉拔10mm(10),100,,,,,600,6,43.89,243,2.43,17.78,524,5.24,38.33,,,,1367,13.67,243,524,
41018-1036901,PCS,TG-A1250 25*15*1.0mm 不背膠,長寬±0.3厚±0.10 1000PCS/20000箱 半斷/透明保護膜,,,99.684,99.684,,125,1.254,24.32,123,1.2339,23.93,266,2.6684,51.75,,,,514,5.1563,123,266,
41018-1037201,PCS,TG-A1250 33*7*1.0mm 不背膠,長±0.4寬±0.2厚±0.10 1000PCS/30000箱 半斷/透明保護膜,100,,,,,125,1.25,17.81,183,1.83,26.07,394,3.94,56.13,,,,702,7.02,183,394,
41018-1037301,PCS,TG-A1250 9*9*1.0mm 不背膠,長寬±0.2厚±0.10 1000PCS/80000箱 半斷/透明保護膜,31000,,,,,6510,0.21,58.23,1481,0.0478,13.25,3189,0.1029,28.52,,,,11180,0.3607,1481,3189,
41018-1039701,PCS,TG-A3500 91*51*3.0mm 不背膠,長±0.6寬±0.5厚±0.25 50PCS/400箱 半斷/透明保護膜,72,,,,,1500,20.8333,62.58,284,3.9444,11.85,613,8.5139,25.57,,,,2397,33.2916,284,613,
41018-1040801,PCS,TG-A4500F 6*6*3.0mm 不背膠,長寬±0.2厚±0.25 1000PCS/60000箱 半斷,2000,,,,,484,0.242,26.48,426,0.213,23.3,918,0.459,50.22,,,,1828,0.914,426,918,
41018-1040901,PCS,TG-A6200LC 12*12*2.5mm 不背膠,長寬±0.3厚±0.25 1000PCS/20000箱 半斷/藍色亮面膜,2000,,,,,1936,0.968,84.91,109,0.0545,4.78,235,0.1175,10.31,,,,2280,1.14,109,235,
41018-1044401,PCS,TG-A2200 25*25*1.5mm 不背膠,長寬±0.3厚±0.15 1000PCS/7000箱 半斷/藍色亮面膜,1901,,,,,4443,2.3372,69.95,606,0.3188,9.54,1303,0.6854,20.51,,,,6352,3.3414,606,1303,
41018-1051301,PCS,TG-A6200 27*15*2.0mm 不背膠,長寬±0.3厚±0.20 1000PCS/8000箱 半斷/透明保護膜,75,,,,,150,2,20.33,186,2.48,25.2,402,5.36,54.47,,,,738,9.84,186,402,
41018-1051501,PCS,TG-A6200 27*6*2.0mm 不背膠,長±0.3寬±0.2厚±0.20 1000PCS/20000箱 半斷/透明保護膜,73,,,,,150,2.0548,27.57,125,1.7123,22.98,269,3.6849,49.45,,,,544,7.452,125,269,
41018-1057101,PCS,TG-A1780 18*18*1.0mm 不背膠,長寬±0.3厚±0.10 1000PCS/20000箱 膜斷/條狀/藍色保護膜/加拉拔32mm(18),107,,,,,900,8.4112,57.43,211,1.972,13.47,456,4.2617,29.1,,,,1567,14.6449,211,456,
41018-1059001,PCS,TG-A4500 130*10*1.5mm 不背膠,長±0.8寬±0.2厚±0.15 1000PCS/3000箱 全斷/透明保護膜,364,,563.984,563.984,,4966,5.3514,70.34,664,0.7155,9.41,1430,1.541,20.25,,,,7060,7.6079,664,1430,
41018-1062001,PCS,TG-A6200LC 270*270*0.8mm 不背膠,長寬±1.5厚±0.08 10PCS/100箱 全斷/藍色亮面膜,,,,,,,,,23,,31.94,49,,68.06,,,,72,,23,49,
41018-1064801,PCS,TG-A4500F 104.5*56.2*0.5mm 不背膠 沖型,長±0.8寬±0.5厚±0.05 50PCS/300箱 半斷/正視圖為玻纖面/Z4001-0323901/量產模/8穴/裁16PCS,50,,,,,892,17.84,54.79,233,4.66,14.31,503,10.06,30.9,,,,1628,32.56,233,503,
41018-1066601,PCS,TG-A6200 60*50*1.5mm 不背膠,長±0.5寬±0.4厚±0.15 100PCS/1000箱 半斷/透明保護膜,931,,,,,8387,9.0086,64.85,1431,1.5371,11.07,3114,3.3448,24.08,,,,12932,13.8905,1330,2865,
41018-1076101,PCS,TG-A1780 40*40*0.5mm 不背膠,長寬±0.4厚±0.05 1000PCS/8000箱 半斷/條狀/透明保護膜,42,,,,,2400,57.1429,79.18,199,4.7381,6.57,432,10.2857,14.25,,,,3031,72.1667,199,432,
41018-1079202,PCS,TG-A3500 65*18*1.2mm 不背膠,長±0.5寬±0.3厚±0.12 500PCS/4000箱 全斷/透明保護膜/加拉拔10mm(18),1000,,,,,3456,3.456,49.61,1113,1.113,15.98,2398,2.398,34.42,,,,6967,6.967,1113,2398,
41018-1087201,PCS,TG-A1250 65*35*1.0mm 不背膠,長±0.5寬±0.4厚±0.10 200PCS/2000箱 半斷/透明保護膜,50,,,,,501,10.02,53.35,139,2.78,14.8,299,5.98,31.84,,,,939,18.78,139,299,
41018-1092301,PCS,TG-A1250 17*17*0.5mm 不背膠,長寬±0.3厚±0.05 1000PCS/40000箱 半斷/透明保護膜,10,,,,,90,9,23.62,92,9.2,24.15,199,19.9,52.23,,,,381,38.1,92,199,
41018-1093301,PCS,TG-A4500 16*16*1.0mm 不背膠,長寬±0.3厚±0.10 1000PCS/20000箱 膜斷/透明保護膜/加拉拔5mm(16),76,,,,,89,1.1711,14.4,168,2.2105,27.18,361,4.75,58.41,,,,618,8.1316,168,361,
41018-1095001,PCS,TG-A4500 78.5*78.5*5.0mm 不背膠 沖型,長寬±0.6厚±0.35 10PCS/100箱 半斷/透明保護膜/Z4001-0315501/量產模/16穴/裁16PCS,95,,,,,4709,49.5684,60.08,992,10.4421,12.66,2137,22.4947,27.26,,,,7838,82.5052,992,2137,
41018-1096701,PCS,TG-A4500 7*7*1.0mm 不背膠,長寬±0.2厚±0.10 1000PCS/100000箱 全斷/透明保護膜,76,,,,,89,1.1711,30.27,65,0.8553,22.11,140,1.8421,47.62,,,,294,3.8685,65,140,
41018-1097001,PCS,TG-A4500 21.2*21.2*1.0mm 不背膠,長寬±0.3厚±0.10 1000PCS/10000箱 全斷/透明保護膜,76,,,,,89,1.1711,22.47,97,1.2763,24.49,210,2.7632,53.03,,,,396,5.2106,97,210,
41018-1099801,PCS,TG-A3500 25*14*0.5mm 不背膠,長寬±0.3厚±0.05 1000PCS/40000箱 半斷/透明保護膜,1000,,,,,386,0.386,37.66,203,0.203,19.8,436,0.436,42.54,,,,1025,1.025,203,436,
41018-1102602,PCS,TG-A3500 61*14*2.0mm 不背膠,長±0.5寬±0.3厚±0.20 500PCS/3000箱 全斷/透明保護膜/加拉拔10mm(14),2000,,,,,5233,2.6165,23.55,5384,2.692,24.23,11600,5.8,52.21,,,,22217,11.1085,5384,11600,
41018-1103901,PCS,TG-A3500 8*8*5.5mm 不背膠,長寬±0.2厚±0.40 1000PCS/20000箱 膜斷/條狀/透明保護膜/加拉拔3mm(8),1300,,,,,559,0.43,29.55,422,0.3246,22.3,911,0.7008,48.15,,,,1892,1.4554,422,911,
41018-1108801,PCS,TG-A1250 40*40*3.0mm 不背膠,長寬±0.4厚±0.25 100PCS/1000箱 膜斷/透明保護膜,450,,,,,4113,9.14,73.97,459,1.02,8.26,988,2.1956,17.77,,,,5560,12.3556,459,988,
41018-1109802,PCS,TG-A6200LC 29.5*29.5*0.5mm 不背膠 沖型,長寬±0.3厚±0.05 1000PCS/10000箱 膜斷/藍色亮面膜/加拉拔3mm(29.5)/Z4001-0337501/量產模/21穴/裁42PCS,5470,,,,,32386,5.9207,40.14,14825,2.7102,18.38,33465,6.1179,41.48,,,,80676,14.7488,9989,21524,
41018-1111901,PCS,TG-A6200 25*25*0.5mm 不背膠,長寬±0.3厚±0.05 1000PCS/20000箱 膜斷/條狀/高柏保護膜/加拉拔10mm(25),341,,,,,401,1.176,25.22,377,1.1056,23.71,812,2.3812,51.07,,,,1590,4.6628,377,812,
41018-1112201,PCS,TG-A1250 30*20*1.0mm 不背膠,長寬±0.3厚±0.10 1000PCS/10000箱 半斷/透明保護膜,720,,,,,1377,1.9125,52.34,397,0.5514,15.09,857,1.1903,32.57,,,,2631,3.6542,397,857,
41018-1112801,PCS,TG-A4500 25*25*2.0mm 不背膠,長寬±0.3厚±0.20 500PCS/5000箱 膜斷/條狀/透明保護膜,1000,,,,,2703,2.703,67.06,421,0.421,10.44,907,0.907,22.5,,,,4031,4.031,421,907,
41018-1114301,PCS,TG-A1780 310*310*1.5mm 不背膠,長寬±1.5厚±0.15 5PCS/50箱 全斷/透明保護膜,5,,,,,13002,2600.4,94.13,257,51.4,1.86,554,110.8,4.01,,,,13813,2762.6,257,554,
41018-1115601,PCS,TG-A1250 35*35*3.0mm 不背膠,長寬±0.4厚±0.25 100PCS/1000箱 半斷/透明保護膜,200,,,,,1920,9.6,84.47,112,0.56,4.93,241,1.205,10.6,,,,2273,11.365,112,241,
41018-1117201,PCS,TG-A3500 66*44*0.5mm 不背膠,長±0.5寬±0.4厚±0.05 500PCS/4000箱 膜斷/藍色保護膜/加拉拔5mm(44),500,,500.025,500.025,,3711,3.7109,34.53,2228,2.2279,20.73,4807,4.8069,44.73,,,,10746,10.7457,2228,4807,
41018-1117501,PCS,TG-A3500 34*13.5*4.0mm 不背膠,長±0.4寬±0.3厚±0.30 500PCS/3000箱 膜斷/透明保護膜/加拉拔5mm(13.5),1000,,,,,2102,2.102,48.96,694,0.694,16.17,1497,1.497,34.87,,,,4293,4.293,694,1497,
41018-1118001,PCS,TG-A1250 70*20*0.5mm 不背膠,長±0.5寬±0.3厚±0.05 1000PCS/9000箱 半斷/透明保護膜,500,,,,,1534,3.068,57.17,364,0.728,13.57,785,1.57,29.26,,,,2683,5.366,364,785,
41018-1118901,PCS,TG-A1780 50*30*0.5mm 不背膠,長±0.4寬±0.3厚±0.05 1000PCS/9000箱 半斷/透明保護膜,4,,,,,600,150,71.51,76,19,9.06,163,40.75,19.43,,,,839,209.75,76,163,
41018-1119201,PCS,TG-A1780 50*30*1.0mm 不背膠,長±0.4寬±0.3厚±0.10 500PCS/4000箱 半斷/透明保護膜,4,,,,,900,225,79.93,72,18,6.39,154,38.5,13.68,,,,1126,281.5,72,154,
41018-1119501,PCS,TG-A1780 50*30*2.0mm 不背膠,長±0.4寬±0.3厚±0.20 200PCS/2000箱 半斷/透明保護膜,4,,,,,1750,437.5,86.29,88,22,4.34,190,47.5,9.37,,,,2028,507,88,190,
41018-1119901,PCS,TG-A6200 8*5*0.8mm 不背膠,長寬±0.2厚±0.08 1000PCS/200000箱 半斷/透明保護膜,1240,,,,,90,0.0726,20.88,108,0.0871,25.06,233,0.1879,54.06,,,,431,0.3476,108,233,
41018-1122001,PCS,TG-A6200 63*20*0.8mm 不背膠,長±0.5寬±0.3厚±0.08 1000PCS/6000箱 半斷/透明保護膜,23,,27.875,27.875,,180,3.5381,27.07,154,3.027,23.16,331,6.5061,49.77,,,,665,13.0712,154,331,
41018-1133601,PCS,TG-A1250 14*14*3.5mm 不背膠,長寬±0.3厚±0.25 1000PCS/9000箱 半斷/透明保護膜,21630,,9749.395,9749.395,,37335,1.1898,82.32,2543,0.081,5.61,5478,0.1746,12.08,,,,45356,1.4454,2543,5478,
41018-1136201,PCS,TG-A6200 127.2*88*5.0mm 不背膠 沖型,長±0.8寬±0.6厚±0.35 10PCS/90箱 半斷/透明保護膜/Z4001-0310001/量產模/6穴,25,,,,,3709,148.36,59.41,803,32.12,12.86,1731,69.24,27.73,,,,6243,249.72,803,1731,
41018-1136301,PCS,TG-A6200 70*66.7*5.0mm 不背膠 沖型,長寬±0.5厚±0.35 20PCS/200箱 半斷/透明保護膜/Z4001-0310101/量產模/8穴,86,,,,,4722,54.907,62.42,902,10.4884,11.92,1941,22.5698,25.66,,,,7565,87.9652,902,1941,
41018-1136401,PCS,TG-A6200 102.5*70*5.0mm 不背膠 沖型,長±0.8寬±0.5厚±0.35 10PCS/100箱 半斷/透明保護膜/Z4001-0310201/量產模/10穴,10,,,,,1011,101.1,44.17,405,40.5,17.69,873,87.3,38.14,,,,2289,228.9,405,873,
41018-1138401,PCS,TG-A3500 41.3*7*3.5mm 單背S203,長±0.4寬±0.2厚±0.25 1000PCS/6000箱 膜斷/條狀/藍色保護膜/加拉拔5mm(7),110,,,,,370,3.3636,23.37,385,3.5,24.32,828,7.5273,52.31,,,,1583,14.3909,385,828,
41018-1143101,PCS,TG-A1250 15*10*1.0mm 不背膠,長±0.3寬±0.2厚±0.10 1000PCS/40000箱 膜斷/透明保護膜/加拉拔4mm(10),500,,,,,250,0.5,24.22,248,0.496,24.03,534,1.068,51.74,,,,1032,2.064,248,534,
41018-1143201,PCS,TG-A1250 39*39*1.0mm 不背膠,長寬±0.4厚±0.10 500PCS/4000箱 膜斷/透明保護膜/加拉拔4mm(39),660,,,,,2629,3.9833,73.97,293,0.4439,8.24,632,0.9576,17.78,,,,3554,5.3848,293,632,
41018-1143301,PCS,TG-A1250 57.2*14*1.0mm 不背膠,長±0.5寬±0.3厚±0.10 1000PCS/8000箱 膜斷/透明保護膜/加拉拔4mm(14),500,,,,,1252,2.504,51.16,379,0.758,15.49,816,1.632,33.35,,,,2447,4.894,379,816,
41018-1143401,PCS,TG-A1250 4*4*1.0mm 不背膠,長寬±0.2厚±0.10 1000PCS/400000箱 膜斷/透明保護膜/加拉拔4mm(4),,,398.734,398.734,,125,0.3135,7.66,478,1.1988,29.29,1029,2.5807,63.05,,,,1632,4.093,478,1029,
41018-1143501,PCS,TG-A1250 9*9*1.0mm 不背膠,長寬±0.2厚±0.10 1000PCS/80000箱 膜斷/透明保護膜/加拉拔4mm(9),620,,,,,250,0.4032,21.76,285,0.4597,24.8,614,0.9903,53.44,,,,1149,1.8532,285,614,
41018-1143601,PCS,TG-A1250 20.2*13*1.0mm 不背膠,長寬±0.3厚±0.10 1000PCS/20000箱 膜斷/透明保護膜/加拉抜4mm(13),500,,,,,376,0.752,22.34,415,0.83,24.66,892,1.784,53,,,,1683,3.366,415,892,
41018-1143901,PCS,TG-A1250 6*6*1.0mm 不背膠,長寬±0.2厚±0.10 1000PCS/200000箱 膜斷/透明保護膜/加拉拔4mm(6),210,,,,,125,0.5952,10.97,321,1.5286,28.18,693,3.3,60.84,,,,1139,5.4238,321,693,
41018-1144001,PCS,TG-A1250 12*12*2.0mm 不背膠,長寬±0.3厚±0.20 1000PCS/20000箱 膜斷/透明保護膜/加拉拔4mm(12),1000,,,,,741,0.741,25.53,686,0.686,23.63,1476,1.476,50.84,,,,2903,2.903,686,1476,
41018-1144701,PCS,TG-A6200 46*46*5.5mm 不背膠,長寬±0.4厚±0.40 50PCS/500箱 半斷/透明保護膜,255,,,,,4233,16.6,78.72,363,1.4235,6.75,781,3.0627,14.52,,,,5377,21.0862,363,781,
41018-1147501,PCS,TG-A3500F 50*50*1.0mm 不背膠,長寬±0.4厚±0.10 200PCS/2000箱 半斷,1,,,,,113,113,32.66,74,74,21.39,159,159,45.95,,,,346,346,74,159,
41018-1151901,PCS,TG-A1250 250*250*1.0mm 不背膠,長寬±1.5厚±0.10 10PCS/80箱 全斷/透明保護膜,1,,,,,250,250,56.43,61,61,13.77,132,132,29.8,,,,443,443,61,132,
41018-1155601,PCS,TG-A6200 30*17*3.0mm 不背膠,長寬±0.3厚±0.25 500PCS/4000箱 半斷/透明保護膜,84,,,,,200,2.381,35.59,115,1.369,20.46,247,2.9405,43.95,,,,562,6.6905,115,247,
41018-1155701,PCS,TG-A6200 35*21*3.0mm 不背膠,長±0.4寬±0.3厚±0.25 500PCS/3000箱 半斷/透明保護膜,51,,,,,200,3.9216,38.24,102,2,19.5,221,4.3333,42.26,,,,523,10.2549,102,221,
41018-1158501,PCS,TG-A1250 30*8*0.5mm 不背膠,長±0.3寬±0.2厚±0.05 1000PCS/60000箱 半斷/透明保護膜,2200,,,,,1082,0.4918,37.7,567,0.2577,19.76,1221,0.555,42.54,,,,2870,1.3045,567,1221,
41018-1159301,PCS,TG-A6200 20*15*3.0mm 不背膠,長寬±0.3厚±0.25 1000PCS/8000箱 半斷/透明保護膜,500,,,,,801,1.602,53.69,219,0.438,14.68,472,0.944,31.64,,,,1492,2.984,219,472,
41018-1162301,PCS,TG-A3500 40*8*3.5mm 單背S203,長±0.4寬±0.2厚±0.25 500PCS/5000箱 膜斷/條狀/藍色保護膜/加拉拔5mm(8),110,,,,,370,3.3636,30.73,264,2.4,21.93,570,5.1818,47.34,,,,1204,10.9454,264,570,
41018-1164101,PCS,TG-A6200 40*13*5.0mm 不背膠,長±0.4寬±0.3厚±0.35 200PCS/2000箱 半斷/藍色保護膜,237,,,,,1012,4.27,69.03,144,0.6076,9.82,310,1.308,21.15,,,,1466,6.1856,144,310,
41018-1166001,PCS,TG-A6200 15*6*1.0mm 不背膠,長±0.3寬±0.2厚±0.10 1000PCS/80000箱 半斷/透明保護膜,18000,,,,,3307,0.1837,51.66,981,0.0545,15.32,2114,0.1174,33.02,,,,6402,0.3556,981,2114,
41018-1166101,PCS,TG-A6200 45*14*1.0mm 不背膠,長±0.4寬±0.3厚±0.10 1000PCS/10000箱 半斷/透明保護膜,5000,,,,,6714,1.3428,73.05,785,0.157,8.54,1692,0.3384,18.41,,,,9191,1.8382,785,1692,
41018-1167901,PCS,TG-A3500 28*3.5*3.5mm 不背膠,長±0.3寬±0.2厚±0.25 1000PCS/20000箱 半斷/透明保護膜,7035,,,,,2748,0.3906,78.67,236,0.0335,6.76,509,0.0724,14.57,,,,3493,0.4965,236,509,
41018-1168401,PCS,TG-A4500 6.5*6.5*0.5mm 不背膠,長寬±0.2厚±0.05 1000PCS/300000箱 全斷/透明保護膜,2548,,,,,160,0.0628,10.35,439,0.1723,28.4,947,0.3717,61.25,,,,1546,0.6068,439,947,
41018-1181001,PCS,TG-A4500 50*25*3.0mm 不背膠,長±0.4寬±0.3厚±0.25 200PCS/1600箱 半斷/透明保護膜,2010,,,,,12647,6.292,81.21,928,0.4617,5.96,1999,0.9945,12.84,,,,15574,7.7482,928,1999,
41018-1185601,PCS,TG-A1250 22*22*1.0mm 不背膠,長寬±0.3厚±0.10 1000PCS/10000箱 半斷/透明保護膜,40,,,,,125,3.125,25.41,116,2.9,23.58,251,6.275,51.02,,,,492,12.3,116,251,
41018-1187701,PCS,TG-A6200 23*20*0.5mm 不背膠,長寬±0.3厚±0.05 1000PCS/30000箱 半斷/透明保護膜,491,,,,,561,1.1426,37.83,290,0.5906,19.55,632,1.2872,42.62,,,,1483,3.0204,270,582,
41018-1191401,PCS,TG-A6200 75*20*0.5mm 不背膠,長±0.6寬±0.3厚±0.05 1000PCS/10000箱 半斷/藍色保護膜,40,,,,,160,4,42.44,68,1.7,18.04,149,3.725,39.52,,,,377,9.425,68,149,
41018-1191501,PCS,TG-A6200 75*22.5*0.5mm 不背膠,長±0.6寬±0.3厚±0.05 1000PCS/8000箱 半斷/藍色保護膜,60,,,,,241,4.0167,49.9,77,1.2833,15.94,165,2.75,34.16,,,,483,8.05,77,165,
41018-1194501,PCS,TG-A3500 78*23*3.5mm 單背S203,長±0.6寬±0.3厚±0.25 100PCS/800箱 膜斷/條狀/藍色保護膜/加拉拔5mm(23),110,,,,,947,8.6091,28.12,767,6.9727,22.77,1654,15.0364,49.11,,,,3368,30.6182,767,1654,
41018-1200501,PCS,TG-A1250 16*12*1.0mm 不背膠,長寬±0.3厚±0.10 1000PCS/30000箱 半斷/透明保護膜,470,,,,,376,0.8,42.01,164,0.3489,18.32,355,0.7553,39.66,,,,895,1.9042,164,355,
41018-1209201,PCS,TG-A3500 24*7*1.2mm 不背膠,長±0.3寬±0.2厚±0.12 1000PCS/30000箱 膜斷/藍色保護膜/加拉拔5mm(24),2350,,,,,1151,0.4898,23.36,1196,0.5089,24.27,2580,1.0979,52.36,,,,4927,2.0966,1196,2580,
41018-1209301,PCS,TG-A3500 31*12*1.2mm 不背膠,長±0.4寬±0.3厚±0.12 1000PCS/10000箱 膜斷/藍色保護膜/加拉拔5mm(31),2350,,,,,2304,0.9804,31.98,1554,0.6613,21.57,3346,1.4238,46.45,,,,7204,3.0655,1554,3346,
41018-1209401,PCS,TG-A3500 38*17*1.2mm 不背膠,長±0.4寬±0.3厚±0.12 1000PCS/7000箱 膜斷/藍色保護膜/加拉拔5mm(17),2350,,,,,3917,1.6668,48.01,1344,0.5719,16.47,2897,1.2328,35.51,,,,8158,3.4715,1344,2897,
41018-1209601,PCS,TG-A3500 40*21*1.2mm 不背膠,長±0.4寬±0.3厚±0.12 1000PCS/6000箱 膜斷/藍色保護膜/加拉拔5mm(21),1175,,,,,2880,2.4511,48.89,955,0.8128,16.21,2056,1.7498,34.9,,,,5891,5.0137,955,2056,
41018-1211001,PCS,TG-A1250 26*24*0.5mm 不背膠,長寬±0.3厚±0.05 1000PCS/20000箱 半斷/透明保護膜,5,,,,,90,18,21.23,106,21.2,25,228,45.6,53.77,,,,424,84.8,106,228,
41018-1219801,PCS,TG-A1250 17.9*9.8*1.0mm 不背膠 沖型,長±0.3寬±0.2厚±0.10 1000PCS/40000箱 全斷/透明保護膜/Z4001-0319401/量產模/48穴/裁336PCS,4000,,,,,3255,0.8138,34.15,1990,0.4975,20.88,4287,1.0718,44.97,,,,9532,2.3831,1990,4287,
41018-1219901,PCS,TG-A1250 3*2.5*1.0mm 不背膠,長寬±0.2厚±0.10 1000PCS/900000箱 半斷/透明保護膜,5620,,,,,125,0.0222,10.36,343,0.061,28.42,739,0.1315,61.23,,,,1207,0.2147,343,739,
41018-1220001,PCS,TG-A1250 8.7*3.8*1.0mm 不背膠,長寬±0.2厚±0.10 1000PCS/200000箱 半斷/透明保護膜,5065,,,,,501,0.0989,26.81,433,0.0855,23.17,935,0.1846,50.03,,,,1869,0.369,433,935,
41018-1220101,PCS,TG-A1250 6.4*3.4*1.0mm 不背膠,長寬±0.2厚±0.10 1000PCS/300000箱 半斷/透明保護膜,3615,,,,,250,0.0692,29.66,188,0.052,22.3,405,0.112,48.04,,,,843,0.2332,188,405,
41018-1220201,PCS,TG-A1250 5*2.5*1.0mm 不背膠,長寬±0.2厚±0.10 1000PCS/500000箱 半斷/透明保護膜,3755,,,,,125,0.0333,35.11,73,0.0194,20.51,158,0.0421,44.38,,,,356,0.0948,73,158,
41018-1220301,PCS,TG-A1250 9.6*8*0.5mm 不背膠,長寬±0.2厚±0.05 1000PCS/200000箱 半斷/透明保護膜,5035,,,,,902,0.1791,33.08,579,0.115,21.23,1246,0.2475,45.69,,,,2727,0.5416,579,1246,
41018-1220901,PCS,TG-A1450 8*8*1.5mm 不背膠,長寬±0.2厚±0.15 1000PCS/70000箱 半斷/透明保護膜,756,,,,,600,0.7937,46.69,217,0.287,16.89,468,0.619,36.42,,,,1285,1.6997,217,468,
41018-1226001,PCS,TG-A3500 38*28*0.5mm 不背膠,長±0.4寬±0.3厚±0.05 1000PCS/10000箱 半斷/透明保護膜,500,,1000.227,1000.227,,1735,1.1565,58.56,390,0.26,13.16,838,0.5586,28.28,,,,2963,1.9751,390,838,
41018-1226201,PCS,TG-A1780 125*125*1.0mm 不背膠,長寬±0.8厚±0.10 50PCS/300箱 半斷/透明保護膜,1,,,,,900,900,81.01,67,67,6.03,144,144,12.96,,,,1111,1111,67,144,
41018-1227802,PCS,TG-A1250 50*33*1.0mm 不背膠,長寬±0.4厚±0.10 500PCS/4000箱 全斷/透明保護膜,600,,,,,2880,4.8,54.07,775,1.2917,14.55,1671,2.785,31.37,,,,5326,8.8767,775,1671,
41018-1228801,PCS,TG-A1250 14*8*3.5mm 不背膠,長±0.3寬±0.2厚±0.25 1000PCS/10000箱 半斷/透明保護膜,400,,399.446,399.446,,574,0.718,48.19,196,0.2452,16.46,421,0.5266,35.35,,,,1191,1.4898,196,421,
41018-1228901,PCS,TG-A4500 12*12*2.0mm 不背膠,長寬±0.3厚±0.20 1000PCS/20000箱 半斷/條狀/透明保護膜,1000,,,,,721,0.721,39.51,350,0.35,19.18,754,0.754,41.32,,,,1825,1.825,350,754,
41018-1231401,PCS,TG-A3500 20*20*0.5mm 不背膠,長寬±0.3厚±0.05 1000PCS/30000箱 半斷/藍色保護膜,5,,,,,48,9.6,16.72,76,15.2,26.48,163,32.6,56.79,,,,287,57.4,76,163,
41018-1234701,PCS,TG-A3500 44.2*19.8*2.5mm 不背膠 沖型,長±0.4寬±0.3厚±0.25 500PCS/3000箱 半斷/透明保護膜/Z4001-0320901/量產模/12穴/裁72PCS,245,,,,,1215,4.9592,30.09,895,3.6531,22.16,1928,7.8694,47.75,,,,4038,16.4817,895,1928,
41018-1235601,PCS,TG-A3500 25*20*1.0mm 不背膠,長寬±0.3厚±0.10 1000PCS/10000箱 半斷/透明保護膜,200,,,,,289,1.445,36.35,160,0.8,20.13,346,1.73,43.52,,,,795,3.975,160,346,
41018-1237301,PCS,TG-A1250 110*22*0.5mm 不背膠 沖型,長±0.8寬±0.3厚±0.05 500PCS/4000箱 全斷/透明保護膜/Z4001-0322201/量產模/11穴/裁22PCS,100,,,,,901,9.01,18.74,1179,11.79,24.53,2727,27.27,56.73,,,,4807,48.07,585,1261,
41018-1237401,PCS,TG-A6200LC 270*270*2.0mm 不背膠,長寬±1.5厚±0.20 5PCS/40箱 直出不修邊,37,,,,,14320,387.027,93.03,340,9.1892,2.21,733,19.8108,4.76,,,,15393,416.027,340,733,
41018-1238401,PCS,TG-A6200 46*31*1.5mm 不背膠,長寬±0.4厚±0.15 500PCS/3000箱 膜斷/透明保護膜/加拉拔5mm(31),,,2347.992,2347.992,,10016,4.2658,92.1,272,0.1158,2.5,587,0.25,5.4,,,,10875,4.6316,272,587,
41018-1243201,PCS,TG-A6200 35*20*0.5mm 不背膠,長±0.4寬±0.3厚±0.05 1000PCS/20000箱 半斷/透明保護膜,1080,,,,,1524,1.4111,59.84,324,0.3,12.72,699,0.6472,27.44,,,,2547,2.3583,324,699,
41018-1248101,PCS,TG-A3500 100*100*0.5mm 單背3M9448,長寬±0.6厚±0.05 100PCS/1000箱 全斷/透明保護膜,5,,,,,109,21.8,20.34,135,27,25.19,292,58.4,54.48,,,,536,107.2,135,292,
41018-1248301,PCS,TG-A3500 19*13*1.0mm 不背膠,長寬±0.3厚±0.10 1000PCS/30000箱 半斷/透明保護膜,1200,,,,,674,0.5617,70.95,87,0.0725,9.16,189,0.1575,19.89,,,,950,0.7917,87,189,
41018-1259401,PCS,TG-A3500 45*12*1.5mm 不背膠,長±0.4寬±0.3厚±0.15 1000PCS/8000箱 半斷/透明保護膜,2000,,,,,2880,1.44,71.48,364,0.182,9.03,785,0.3925,19.48,,,,4029,2.0145,364,785,
