訂單號,訂單序號,訂單版本,主鍵標示,客戶簡稱,客戶簡碼,款號,款號名稱,COLORWAY,客戶款號代碼,訂單數量,加產數量,客戶訂單號,款號尺寸,下單日期,客戶要求交期,建立日期,生效日期
VS2511029,6,3,VS2511029-6,STATE,STA,STA015B15.6B1,"15.6""雙肩背包",BLUE/藍色,VC-4647-B,500,4,TSHS-2025-029 -1,,2025/11/21,2025/3/14,2025/11/22,2025/11/24
VS2511029,7,3,VS2511029-7,STATE,STA,STA015B15.6G1,"15.6""雙肩背包",GREEN/綠色,VC-4647-G,500,4,TSHS-2025-029 -1,,2025/11/21,2025/3/14,2025/11/22,2025/11/24
VS2511029,8,3,VS2511029-8,STATE,STA,STA015B15.6M1,"15.6""雙肩背包",MOCHA/摩卡,VC-4647-M,550,4,TSHS-2025-029 -1,,2025/11/21,2025/3/14,2025/11/22,2025/11/24
VS2511029,9,3,VS2511029-9,STATE,STA,STA015B15.6N1,"15.6""雙肩背包",NAVY/海軍藍,VC-4647-N,500,4,TSHS-2025-029 -1,,2025/11/21,2025/3/14,2025/11/22,2025/11/24
VS2511029,10,1,VS2511029-10,STATE,STA,STA015B13.5Z1,"13.5""雙肩背包-直升機",直升機,VC-4645-Z,500,4,TSHS-2025-029 -1,,2025/11/21,2025/3/14,2025/11/22,2025/11/24
VS2511029,11,1,VS2511029-11,STATE,STA,STA015B13.6N1,"13.6""雙肩背包",NANY/海軍藍,VC-4645-N,500,4,TSHS-2025-029 -1,,2025/11/21,2025/3/14,2025/11/22,2025/11/24
VS2511029,12,1,VS2511029-12,STATE,STA,STA015B13.6Y1,"13.6""雙肩背包",YELLOW/黃色,VC-4645-Y,500,4,TSHS-2025-029 -1,,2025/11/21,2025/3/14,2025/11/22,2025/11/24
VS2511029,13,1,VS2511029-13,STATE,STA,STA015D7.6Z1,"7.6""小號午餐袋-直升機",Z1/直升機,VC-3054-Z,500,4,TSHS-2025-029 -1,,2025/11/21,2025/3/14,2025/11/22,2025/11/24
VS2511029,14,3,VS2511029-14,STATE,STA,STA015D10.8B1,"10.8""午餐袋",BLUE/藍色,VC-4554-B,600,4,TSHS-2025-029 -1,,2025/11/21,2025/3/14,2025/11/22,2025/11/24
VS2511029,15,3,VS2511029-15,STATE,STA,STA015D10.8N1,"10.8""午餐袋",NAVY/海軍藍,VC-4554-N,1000,4,TSHS-2025-029 -1,,2025/11/21,2025/3/14,2025/11/22,2025/11/24
VS2511029,16,3,VS2511029-16,STATE,STA,STA015D10.8P1,"10.8""午餐袋",PINK/粉色,VC-4554-P,1100,4,TSHS-2025-029 -1,,2025/11/21,2025/3/14,2025/11/22,2025/11/24
VS2511029,17,3,VS2511029-17,STATE,STA,STA015D10.8R1,"10.8""午餐袋",RED/紅色,VC-4554-R,500,4,TSHS-2025-029 -1,,2025/11/21,2025/3/14,2025/11/22,2025/11/24
VS2511029,18,3,VS2511029-18,STATE,STA,STA015D10.8Y1,"10.8""午餐袋",YELLOW/黃色,VC-4554-Y,700,4,TSHS-2025-029 -1,,2025/11/21,2025/3/14,2025/11/22,2025/11/24
VS2511030,1,3,VS2511030-1,STATE,STA,STA015B14.6B1,"14.6""雙肩背包",BLUE/藍色,VC-4646-B,2,0,TSHS-2025-029-2,,2025/11/21,2025/2/28,2025/11/22,2025/11/24
VS2511030,2,3,VS2511030-2,STATE,STA,STA015B14.6N1,"14.6""雙肩背包",NAVY/海軍藍,VC-4646-N,2,0,TSHS-2025-029-2,,2025/11/21,2025/2/28,2025/11/22,2025/11/24
VS2511030,3,3,VS2511030-3,STATE,STA,STA015B14.6P1,"14.6""雙肩背包",PINK/粉色,VC-4646-P,2,0,TSHS-2025-029-2,,2025/11/21,2025/2/28,2025/11/22,2025/11/24
VS2511030,4,3,VS2511030-4,STATE,STA,STA015B14.6R1,"14.6""雙肩背包",RED/紅色,VC-4646-R,2,0,TSHS-2025-029-2,,2025/11/21,2025/2/28,2025/11/22,2025/11/24
VS2511030,5,3,VS2511030-5,STATE,STA,STA015B14.6Y1,"14.6""雙肩背包",YELLWO/黃色,VC-4646-Y,2,0,TSHS-2025-029-2,,2025/11/21,2025/2/28,2025/11/22,2025/11/24
VS2511030,6,3,VS2511030-6,STATE,STA,STA015B15.6B1,"15.6""雙肩背包",BLUE/藍色,VC-4647-B,2,0,TSHS-2025-029-2,,2025/11/21,2025/2/28,2025/11/22,2025/11/24
VS2511030,7,3,VS2511030-7,STATE,STA,STA015B15.6G1,"15.6""雙肩背包",GREEN/綠色,VC-4647-G,2,0,TSHS-2025-029-2,,2025/11/21,2025/2/28,2025/11/22,2025/11/24
VS2511030,8,3,VS2511030-8,STATE,STA,STA015B15.6M1,"15.6""雙肩背包",MOCHA/摩卡,VC-4647-M,2,0,TSHS-2025-029-2,,2025/11/21,2025/2/28,2025/11/22,2025/11/24
VS2511030,9,3,VS2511030-9,STATE,STA,STA015B15.6N1,"15.6""雙肩背包",NAVY/海軍藍,VC-4647-N,2,0,TSHS-2025-029-2,,2025/11/21,2025/2/28,2025/11/22,2025/11/24
VS2511030,10,1,VS2511030-10,STATE,STA,STA015B13.5Z1,"13.5""雙肩背包-直升機",直升機,VC-4645-Z,2,0,TSHS-2025-029-2,,2025/11/21,2025/2/28,2025/11/22,2025/11/24
VS2511030,11,1,VS2511030-11,STATE,STA,STA015B13.6N1,"13.6""雙肩背包",NANY/海軍藍,VC-4645-N,2,0,TSHS-2025-029-2,,2025/11/21,2025/2/28,2025/11/22,2025/11/24
VS2511030,12,1,VS2511030-12,STATE,STA,STA015B13.6Y1,"13.6""雙肩背包",YELLOW/黃色,VC-4645-Y,2,0,TSHS-2025-029-2,,2025/11/21,2025/2/28,2025/11/22,2025/11/24
VS2511030,13,1,VS2511030-13,STATE,STA,STA015D7.6Z1,"7.6""小號午餐袋-直升機",Z1/直升機,VC-3054-Z,1,0,TSHS-2025-029-2,,2025/11/21,2025/2/28,2025/11/22,2025/11/24
VS2511030,14,3,VS2511030-14,STATE,STA,STA015D10.8B1,"10.8""午餐袋",BLUE/藍色,VC-4554-B,1,0,TSHS-2025-029-2,,2025/11/21,2025/2/28,2025/11/22,2025/11/24
VS2511030,15,3,VS2511030-15,STATE,STA,STA015D10.8N1,"10.8""午餐袋",NAVY/海軍藍,VC-4554-N,1,0,TSHS-2025-029-2,,2025/11/21,2025/2/28,2025/11/22,2025/11/24
VS2511030,16,3,VS2511030-16,STATE,STA,STA015D10.8P1,"10.8""午餐袋",PINK/粉色,VC-4554-P,1,0,TSHS-2025-029-2,,2025/11/21,2025/2/28,2025/11/22,2025/11/24
VS2511030,17,3,VS2511030-17,STATE,STA,STA015D10.8R1,"10.8""午餐袋",RED/紅色,VC-4554-R,1,0,TSHS-2025-029-2,,2025/11/21,2025/2/28,2025/11/22,2025/11/24
VS2511030,18,3,VS2511030-18,STATE,STA,STA015D10.8Y1,"10.8""午餐袋",YELLOW/黃色,VC-4554-Y,1,0,TSHS-2025-029-2,,2025/11/21,2025/2/28,2025/11/22,2025/11/24
VS2511031,1,1,VS2511031-1,SPG,SPG,SPG150D11A0,55L 旅行袋,BLACK 黑色,B000042100199,804,0,29235,,2025/11/21,2025/5/22,2025/11/22,2025/11/24
VS2511032,1,1,VS2511032-1,SPG,SPG,SPG150D11T0,55L 旅行袋,Carhartt Brown CSI 暗褐棕,B000042120199,804,0,29236,,2025/11/21,2025/5/22,2025/11/22,2025/11/24
VS2511033,1,1,VS2511033-1,WIP,WIP,WIP050D20A0,RICHMOND小號旅行袋,黑色,I037004,10,0,20251122,,2025/11/21,2025/1/30,2025/11/22,2025/11/28
VS2511033,2,1,VS2511033-2,WIP,WIP,WIP050D20P0,RICHMOND 小號旅行袋,PALISANDER 紅木色,I037004,10,0,20251122,,2025/11/21,2025/1/30,2025/11/22,2025/11/28
VS2511033,3,1,VS2511033-3,WIP,WIP,WIP050D27A0,RICHMOND大號旅行袋,BLACK黑色,I037001,10,0,20251122,,2025/11/21,2025/1/30,2025/11/22,2025/11/28
VS2511033,4,1,VS2511033-4,WIP,WIP,WIP050D27P0,RICHMOND 大號旅行袋,PALISANDER 紅木色,I037001,10,0,20251122,,2025/11/21,2025/1/30,2025/11/22,2025/11/28
VS2511033,5,1,VS2511033-5,WIP,WIP,WIP050K05A0,RICHMOND錢包(小圓角),BLACK黑色,I036996,10,0,20251122,,2025/11/21,2025/1/30,2025/11/22,2025/11/28
VS2511033,6,1,VS2511033-6,WIP,WIP,WIP050K05P0,RICHMOND 錢包(小圓角）,PALISANDER 紅木色,I036996,10,0,20251122,,2025/11/21,2025/1/30,2025/11/22,2025/11/28
VS2511034,1,1,VS2511034-1,Samsonite,SAM,SAM220K15N0,"15.55""背包（ Backpack）",深藍色NAVY,149196-1596,750,1,NA01407270,,2025/11/23,2025/3/27,2025/11/24,2025/11/24
VS2511035,1,1,VS2511035-1,Samsonite,SAM,SAM220K15N0,"15.55""背包（ Backpack）",深藍色NAVY,149196-1596,750,0,NA01407270,,2025/11/23,2025/4/10,2025/11/24,2025/11/24
VS2511036,1,1,VS2511036-1,CALIFORNIA INNOVATIONS,CAU,CIT014C14G0,24罐無拉鏈冰袋,灰色/G0,10001065,5000,10,BLK-SL007185B,,2025/11/24,2025/2/2,2025/11/25,2025/11/25
VS2511037,1,1,VS2511037-1,CALIFORNIA INNOVATIONS,CAU,CIW029C8Z0,"8""方形午餐袋",Z0/水彩蝴蝶印花,10005653,20480,5,SL007510~7511,,2025/11/26,2025/1/27,2025/11/27,2025/11/27
VS2511038,1,1,VS2511038-1,CALIFORNIA INNOVATIONS,CAU,CIC015C21Z05,"COSTCO 2026 16""手提冰袋",Z05/黑色,10006703,2890,0,BLK_SL007214,,2025/11/26,2025/1/27,2025/11/27,2025/11/28
VS2511038,2,1,VS2511038-2,CALIFORNIA INNOVATIONS,CAU,CIC015C21Z07,"COSTCO 2026 16""手提冰袋",Z07/PR2258灰色印花,10006703,2410,0,BLK_SL007214,,2025/11/26,2025/1/27,2025/11/27,2025/11/28
VS2511038,3,1,VS2511038-3,CALIFORNIA INNOVATIONS,CAU,CIC015C21Z16,"COSTCO 2026 16""手提冰袋",Z16/藏藍19-4111TPG,10006703,1930,0,BLK_SL007214,,2025/11/26,2025/1/27,2025/11/27,2025/11/28
VS2511039,1,1,VS2511039-1,CALIFORNIA INNOVATIONS,CAU,CIS022C01Z03,"SAM'S 26""大購物袋 2026 H1",Z03/墨綠+粉紅,2173SUP18001,65021,0,BLK_SL007119B,,2025/11/26,2025/2/8,2025/11/27,2025/11/27
VS2511039,2,1,VS2511039-2,CALIFORNIA INNOVATIONS,CAU,CIS022C01Z05,"SAM'S 26""大購物袋 2026 H1",Z05/紅色+淡橙色,2173SUP18001,54185,0,BLK_SL007119B,,2025/11/26,2025/2/8,2025/11/27,2025/11/27
VS2511039,3,1,VS2511039-3,CALIFORNIA INNOVATIONS,CAU,CIS022C01Z09,"SAM'S 26""大購物袋 2026 H1",Z09/米白+藍色,2173SUP18001,65021,0,BLK_SL007119B,,2025/11/26,2025/2/8,2025/11/27,2025/11/27
VS2511039,4,1,VS2511039-4,CALIFORNIA INNOVATIONS,CAU,CIS022C02Z01,"SAM'S 26""大購物袋 2026 H1",Z01/米白+紅白間色肩帶,2173SUP18001,68633,0,BLK_SL007119B,,2025/11/26,2025/2/8,2025/11/27,2025/11/27
VS2511040,1,1,VS2511040-1,Victorinox Swiss Army,VIC,VIC170-2B17A0,背包1（肩帶尾調節方式改同VIC150）,BLACK黑色,602151,1000,0,316320,,2025/11/29,2025/3/17,2025/11/29,2025/11/29
VS2511040,2,1,VS2511040-2,Victorinox Swiss Army,VIC,VIC170-2B20A0,旅行背包（肩帶尾調節方式改同VIC150）,BLACK黑色,602155,1048,0,316320,,2025/11/29,2025/3/17,2025/11/29,2025/11/29
VS2511041,1,1,VS2511041-1,Victorinox Swiss Army,VIC,VIC261D19A0,19寸登機旅行袋全球版,黑色,612423,500,0,316320,,2025/11/29,2025/3/17,2025/11/29,2025/11/29
VS2511042,1,2,VS2511042-1,Victorinox Swiss Army,VIC,VIC200B16A0,"16""單肩背包",BLACK黑色,606796,1000,0,316323,,2025/11/29,2025/3/17,2025/11/29,2025/11/29
VS2511042,2,2,VS2511042-2,Victorinox Swiss Army,VIC,VIC170B15AA0,15寸背包,BLACK 黑色,612253,1000,0,316323,,2025/11/29,2025/3/17,2025/11/29,2025/11/29
VS2511043,1,1,VS2511043-1,Victorinox Swiss Army,VIC,VIC340B15A0,15寸伸縮背包,黑色,653642,500,0,316325,,2025/11/29,2025/3/25,2025/11/29,2025/11/29
VS2511043,2,1,VS2511043-2,Victorinox Swiss Army,VIC,VIC340B18A0,18寸商務背包,黑色,653644,500,0,316325,,2025/11/29,2025/3/25,2025/11/29,2025/11/29
VS2511043,3,1,VS2511043-3,Victorinox Swiss Army,VIC,VIC340B19A0,19寸登機背包,黑色,653650,500,0,316325,,2025/11/29,2025/3/25,2025/11/29,2025/11/29
VS2512001,1,1,VS2512001-1,CALIFORNIA INNOVATIONS,CAU,CIW211C12B0,12罐無拉鏈冰袋,B0/霧藍色,10004133,16000,5,BLK_SL006216B/6241D,,2025/12/2,2025/1/18,2025/12/2,2025/12/2
VS2512001,2,1,VS2512001-2,CALIFORNIA INNOVATIONS,CAU,CIW211C12B1,12罐無拉鏈冰袋,B1/海藍色19-4042TPG,10005501,40000,5,BLK_SL006216B/6241D,,2025/12/2,2025/1/22,2025/12/2,2025/12/2
VS2512002,1,1,VS2512002-1,Victorinox Swiss Army,VIC,VIC175T151A0,高級版拉桿電腦袋(漢莎航空）,黑色,612682,500,0,316578,,2025/12/4,2025/5/5,2025/12/4,2025/12/4
VS2512003,1,1,VS2512003-1,Travelpro,TLP,TLP053T21.5A0,"21.5""兩輪拉桿箱（伸縮）",BLACK / 黑色,3618L01,1000,5,OB#13608,,2025/12/4,2025/6/12,2025/12/4,2025/12/4
VS2512003,2,1,VS2512003-2,Travelpro,TLP,TLP053T13A0,"13""兩輪拉杆電腦袋",BLACK / 黑色,TP6069I5501,1000,5,OB#13608,,2025/12/4,2025/6/12,2025/12/4,2025/12/4
VS2512003,3,1,VS2512003-3,Travelpro,TLP,TLP054C15A0,"15""手提公文袋",BLACK / 黑色,SK710501,1000,5,OB#13608,,2025/12/4,2025/6/12,2025/12/4,2025/12/4
VS2512004,1,1,VS2512004-1,CALIFORNIA INNOVATIONS,CAU,CIS022C01Z03,"SAM'S 26""大購物袋 2026 H1",Z03/墨綠+粉紅,2173SUP18001,9077,0,BLK_SL007184A,,2025/12/9,2025/1/26,2025/12/9,2025/12/10
VS2512004,2,1,VS2512004-2,CALIFORNIA INNOVATIONS,CAU,CIS022C01Z05,"SAM'S 26""大購物袋 2026 H1",Z05/紅色+淡橙色,2173SUP18001,7565,0,BLK_SL007184A,,2025/12/9,2025/1/26,2025/12/9,2025/12/10
VS2512004,3,1,VS2512004-3,CALIFORNIA INNOVATIONS,CAU,CIS022C01Z09,"SAM'S 26""大購物袋 2026 H1",Z09/米白+藍色,2173SUP18001,9077,0,BLK_SL007184A,,2025/12/9,2025/1/26,2025/12/9,2025/12/10
VS2512004,4,1,VS2512004-4,CALIFORNIA INNOVATIONS,CAU,CIS022C02Z01,"SAM'S 26""大購物袋 2026 H1",Z01/米白+紅白間色肩帶,2173SUP18001,9581,0,BLK_SL007184A,,2025/12/9,2025/1/26,2025/12/9,2025/12/10
VS2512005,1,1,VS2512005-1,SPG,SPG,SPG210K10T0,"20""裝備袋C0（常規）",棕色CARHARTT BROWN,B000050121199,1150,0,29367,,2025/12/10,2025/3/1,2025/12/10,2025/12/11
VS2512005,2,1,VS2512005-2,SPG,SPG,SPG210K05A0,手提包C0（常規）,黑色BLACK,B000055500199,6594,0,29367,,2025/12/10,2025/3/1,2025/12/10,2025/12/11
VS2512005,3,1,VS2512005-3,SPG,SPG,SPG210K141T0,中號工具袋C0（常規）,棕色 CARHARTT BROWN,B000052221199,2004,0,29367,,2025/12/10,2025/3/1,2025/12/10,2025/12/11
VS2512005,4,1,VS2512005-4,SPG,SPG,SPG210K5T0,女士生活用品袋C0（常規）,棕色 CARHARTT BROWN,B000051221199,2040,0,29367,,2025/12/10,2025/3/1,2025/12/10,2025/12/11
VS2512005,5,1,VS2512005-5,SPG,SPG,SPG210K14T0,"30""裝備袋C0（常規）",棕色CARHARTT BROWN,B000050421199,1086,0,29367,,2025/12/10,2025/3/1,2025/12/10,2025/12/11
VS2512005,6,1,VS2512005-6,SPG,SPG,SPG210K12T0,"23""裝備袋C0(常規)",棕色CARHARTT BROWN,B000050221199,1008,0,29367,,2025/12/10,2025/3/1,2025/12/10,2025/12/11
VS2512005,7,1,VS2512005-7,SPG,SPG,SPG210K12A0,"23""裝備袋C0(常規)",黑色,B000050200199,1008,0,29367,,2025/12/10,2025/3/1,2025/12/10,2025/12/11
VS2512005,8,1,VS2512005-8,SPG,SPG,SPG210K05T0,手提包C0（常規）,棕色 CARHARTT BROWN,B000055521199,6678,0,29367,,2025/12/10,2025/3/1,2025/12/10,2025/12/11
VS2512006,1,1,VS2512006-1,SPG,SPG,SPG210K9AT0,高級午餐袋,棕色CARHARTT BROWN,B000030420199,6970,0,29371,,2025/12/10,2025/3/31,2025/12/10,2025/12/11
VS2512007,1,1,VS2512007-1,SPG,SPG,SPG240K13A0,18罐兩層冰袋,BLACK 黑色,B000055800199,500,0,29370,,2025/12/10,2025/3/31,2025/12/10,2025/12/16
VS2512007,2,1,VS2512007-2,SPG,SPG,SPG240K08A0,豎開手提午餐袋,BLACK黑色,B000058100199,506,0,29370,,2025/12/10,2025/3/31,2025/12/10,2025/12/16
VS2512007,3,1,VS2512007-3,SPG,SPG,SPG240K08T0,豎開手提午餐袋,CARHARTT BROWN,B000058121199,506,0,29370,,2025/12/10,2025/3/31,2025/12/10,2025/12/16
VS2512008,1,1,VS2512008-1,SPG,SPG,SPG240K13A0,18罐兩層冰袋,BLACK 黑色,B000055800199,11,0,29370,,2025/12/10,2025/2/24,2025/12/10,2025/12/16
VS2512008,2,1,VS2512008-2,SPG,SPG,SPG240K08A0,豎開手提午餐袋,BLACK黑色,B000058100199,5,0,29370,,2025/12/10,2025/2/24,2025/12/10,2025/12/16
VS2512008,3,1,VS2512008-3,SPG,SPG,SPG240K08T0,豎開手提午餐袋,CARHARTT BROWN,B000058121199,11,0,29370,,2025/12/10,2025/2/24,2025/12/10,2025/12/16
VS2512009,1,1,VS2512009-1,WIP,WIP,WIP050K05P0,RICHMOND 錢包(小圓角）,PALISANDER 紅木色,I036996,500,2,25TR007650/51/57/58,,2025/12/11,2025/5/1,2025/12/11,2025/12/16
VS2512009,2,1,VS2512009-2,WIP,WIP,WIP050K05A0,RICHMOND錢包(小圓角),BLACK黑色,I036996,1400,2,25TR007650/51/57/58,,2025/12/11,2025/5/1,2025/12/11,2025/12/16
VS2512009,3,1,VS2512009-3,WIP,WIP,WIP050D27P0,RICHMOND 大號旅行袋,PALISANDER 紅木色,I037001,400,2,25TR007650/51/57/58,,2025/12/11,2025/5/1,2025/12/11,2025/12/16
VS2512009,4,1,VS2512009-4,WIP,WIP,WIP050D27A0,RICHMOND大號旅行袋,BLACK黑色,I037001,600,2,25TR007650/51/57/58,,2025/12/11,2025/5/1,2025/12/11,2025/12/16
VS2512009,5,1,VS2512009-5,WIP,WIP,WIP050D20P0,RICHMOND 小號旅行袋,PALISANDER 紅木色,I037004,500,2,25TR007650/51/57/58,,2025/12/11,2025/5/1,2025/12/11,2025/12/16
VS2512009,6,1,VS2512009-6,WIP,WIP,WIP050D20A0,RICHMOND小號旅行袋,黑色,I037004,700,2,25TR007650/51/57/58,,2025/12/11,2025/5/1,2025/12/11,2025/12/16
VS2512010,1,1,VS2512010-1,WIP,WIP,WIP050K05P0,RICHMOND 錢包(小圓角）,PALISANDER 紅木色,I036996,5,0,25TR007650/51/57/58,,2025/12/11,2025/4/15,2025/12/11,2025/12/16
VS2512010,2,1,VS2512010-2,WIP,WIP,WIP050K05A0,RICHMOND錢包(小圓角),BLACK黑色,I036996,5,0,25TR007650/51/57/58,,2025/12/11,2025/4/15,2025/12/11,2025/12/16
VS2512010,3,1,VS2512010-3,WIP,WIP,WIP050D27P0,RICHMOND 大號旅行袋,PALISANDER 紅木色,I037001,5,0,25TR007650/51/57/58,,2025/12/11,2025/4/15,2025/12/11,2025/12/16
VS2512010,4,1,VS2512010-4,WIP,WIP,WIP050D27A0,RICHMOND大號旅行袋,BLACK黑色,I037001,5,0,25TR007650/51/57/58,,2025/12/11,2025/4/15,2025/12/11,2025/12/16
VS2512010,5,1,VS2512010-5,WIP,WIP,WIP050D20P0,RICHMOND 小號旅行袋,PALISANDER 紅木色,I037004,5,0,25TR007650/51/57/58,,2025/12/11,2025/4/15,2025/12/11,2025/12/16
VS2512010,6,1,VS2512010-6,WIP,WIP,WIP050D20A0,RICHMOND小號旅行袋,黑色,I037004,5,0,25TR007650/51/57/58,,2025/12/11,2025/4/15,2025/12/11,2025/12/16
VS2512011,1,1,VS2512011-1,STATE,STA,STA010D17Z1,"17""旅行袋-3D愛心",Z1/蝴蝶紫愛心,VC4433-003ST,500,2,TSHS-2025-030,,2025/12/12,2025/3/15,2025/12/12,2025/12/12
VS2512012,1,1,VS2512012-1,Travelpro,TLP,TLP150B18.5L0,"18.5"" 大號電腦背包",STEEL NEON / 黑配青綠色,430245819,450,2,OB#13616,,2025/12/15,2025/4/10,2025/12/15,2025/12/16
VS2512013,1,1,VS2512013-1,CAI,CAI,CIW216C12A0,12罐無拉鏈冰袋,A0/烏黑色19-4104TPG,10006204,10,0,SLM001102/04/05/06/2,,2025/12/16,2025/12/18,2025/12/16,2025/12/16
VS2512013,2,1,VS2512013-2,CAI,CAI,CIW216C13A0,24罐無拉鏈冰袋,A0/烏黑色19-4104TPG,10006207,30,0,SLM001102/04/05/06/2,,2025/12/16,2025/12/18,2025/12/16,2025/12/16
VS2512013,3,1,VS2512013-3,CAI,CAI,CIW216C12B0,12罐無拉鏈冰袋,B0/霧藍色,10006206,4,0,SLM001102/04/05/06/2,,2025/12/16,2025/12/18,2025/12/16,2025/12/16
VS2512013,4,1,VS2512013-4,CAI,CAI,CIW216C12B1,12罐無拉鏈冰袋,B1/海藍色19-4042TPG,10006205,4,0,SLM001102/04/05/06/2,,2025/12/16,2025/12/18,2025/12/16,2025/12/16
VS2512013,5,1,VS2512013-5,CAI,CAI,CIW216C13B0,24罐無拉鏈冰袋,B0/霧藍色,10006209,4,0,SLM001102/04/05/06/2,,2025/12/16,2025/12/18,2025/12/16,2025/12/16
VS2512013,6,1,VS2512013-6,CAI,CAI,CIW216C13B1,24罐無拉鏈冰袋,B1/海藍色19-4042TPG,10006208,4,0,SLM001102/04/05/06/2,,2025/12/16,2025/12/18,2025/12/16,2025/12/16
VS2512013,7,1,VS2512013-7,CAI,CAI,CIW211C13B0,24罐無拉鏈冰袋,B0/霧藍色,10005502,20,0,SLM001102/04/05/06/2,,2025/12/16,2025/12/18,2025/12/16,2025/12/16
VS2512013,8,1,VS2512013-8,CAI,CAI,CIW211C13B1,24罐無拉鏈冰袋,B1/海藍色19-4042TPG,10004135,20,0,SLM001102/04/05/06/2,,2025/12/16,2025/12/18,2025/12/16,2025/12/16
VS2512013,9,1,VS2512013-9,CAI,CAI,CIW215C11W0,16罐無拉鏈冰袋,W0/白色,10006328,46,0,SLM001102/04/05/06/2,,2025/12/16,2025/11/27,2025/12/16,2025/12/16
VS2512014,1,1,VS2512014-1,Travelpro - CA（加拿大）,TLP,TLP150B18.5L0,"18.5"" 大號電腦背包",STEEL NEON / 黑配青綠色,430245819,50,1,OB#13620,,2025/12/16,2025/4/10,2025/12/16,2025/12/16
VS2512015,1,1,VS2512015-1,CALIFORNIA INNOVATIONS,CAU,CIW015C10-2A0,"10-2""側開午餐袋(無插扣)",A0/黑色/灰色,10004630,21216,10,SL007599~SL007601,,2025/12/17,2025/4/8,2025/12/17,2025/12/17
VS2512016,1,1,VS2512016-1,CALIFORNIA INNOVATIONS,CAU,CIC017C43Z5,COSTCO 2026 40罐EVA壓膜折疊冰袋,Z5/灰褐色17-1311TPG,10006875,1517,0,SL007598,,2025/12/17,2025/2/28,2025/12/17,2025/12/18
VS2512017,1,1,VS2512017-1,SPG,SPG,SPG200K12A0,可收納旅行袋,黑色BLACK,B000056400199,2376,0,29450,,2025/12/18,2025/3/16,2025/12/18,2025/12/18
VS2512018,1,1,VS2512018-1,SPG,SPG,SPG200K13A0,SANMAR工具袋,SANMAR工具袋 黑色(BLACK),B000057600199,2035,0,29451,,2025/12/18,2025/3/16,2025/12/18,2025/12/18
VS2512019,1,1,VS2512019-1,SPG,SPG,SPG200K151A0,高級午餐冰袋（LEEDS）,黑色 BLACK,B000057100199,12132,0,29452,,2025/12/18,2025/3/16,2025/12/18,2025/12/18
VS2512019,2,1,VS2512019-2,SPG,SPG,SPG200K151N0,高級午餐冰袋（LEEDS）,深藍色NAVY,B000057140199,2016,0,29452,,2025/12/18,2025/3/16,2025/12/18,2025/12/18
VS2512019,3,1,VS2512019-3,SPG,SPG,SPG200K151T0,高級午餐冰袋（LEEDS）, 棕色(CARHARTT BROWN),B000057121199,13284,0,29452,,2025/12/18,2025/3/16,2025/12/18,2025/12/18
VS2512020,1,1,VS2512020-1,SPG,SPG,SPG200K16T0,冰袋背包（SANMAR),棕色CARHARTT BROWN,B000056821199,2064,0,29453,,2025/12/18,2025/3/16,2025/12/18,2025/12/18
VS2512020,2,1,VS2512020-2,SPG,SPG,SPG200K16A0,冰袋背包(sanmar), 黑色 BLACK,B000056800199,2340,0,29453,,2025/12/18,2025/3/16,2025/12/18,2025/12/18
VS2512021,1,1,VS2512021-1,SPG,SPG,SPG200K11T0,工具手提包,棕色 CARHARTT BROWN,B000057421199,4728,0,29454,,2025/12/18,2025/3/16,2025/12/18,2025/12/18
VS2512022,1,1,VS2512022-1,SPG,SPG,SPG200K10A0,長方冰袋,黑色（BLACK),B000057000199,2016,0,29455,,2025/12/18,2025/3/16,2025/12/18,2025/12/18
VS2512023,1,1,VS2512023-1,SPG,SPG,SPG210K9AT0,高級午餐袋,棕色CARHARTT BROWN,B000030420199,6,0,29371,,2025/12/18,2025/3/2,2025/12/18,2025/12/18
VS2512024,1,1,VS2512024-1,SPG,SPG,SPG200K164T0,SANMAR 16寸工具袋含底盘,CARHARTT BROWN 棕色,B000068721199,4,0,20251218,,2025/12/18,2025/1/10,2025/12/18,2025/12/19
VS2512024,2,1,VS2512024-2,SPG,SPG,SPG200K05A0,SANMAR 手提包,BLACK 黑色,B000060800199,4,0,20251218,,2025/12/18,2025/1/10,2025/12/18,2025/12/19
VS2512024,3,1,VS2512024-3,SPG,SPG,SPG200K05G0,SANMAR 手提包,GRAVEL 灰色,B000060803999,4,0,20251218,,2025/12/18,2025/1/10,2025/12/18,2025/12/19
VS2512024,4,1,VS2512024-4,SPG,SPG,SPG200K05T0,SANMAR手提包,CARHARTT BROWN 棕色,B000060821199,4,0,20251218,,2025/12/18,2025/1/10,2025/12/18,2025/12/19
VS2512025,1,1,VS2512025-1,CALIFORNIA INNOVATIONS,CAU,CIW211C13B1,24罐無拉鏈冰袋,B1/海藍色19-4042TPG,10004135,10000,5,BLK_SL006242E,,2025/12/19,2025/2/28,2025/12/19,2025/12/19
VS2512026,1,1,VS2512026-1,Victorinox Swiss Army,VIC,VIC170-2B17A0,背包1（肩帶尾調節方式改同VIC150）,BLACK黑色,602151,1000,0,317220,,2025/12/19,2025/4/6,2025/12/19,2025/12/19
VS2512026,2,1,VS2512026-2,Victorinox Swiss Army,VIC,VIC170-2B18A0,背包5（肩帶尾調節方式改同VIC150）,BLACK黑色,602153,1000,0,317220,,2025/12/19,2025/4/6,2025/12/19,2025/12/19
