訂單編號,產品別,規格,鍍層碼,厚度mm,寬度mm,用途碼,業務需求備註
2507EFE042/001,PPGL,A792MSSGR275,AZM150,0.47,914,COA010,"***請使用對應材原料***

TO技術處 :
THICKNESS TOLERANCE AS PER 1/2 ASTM STANDARD

**此為急單，請優先安排生產及出貨**"
2501DCD004/002,PPSUS,CSUS304-20,-,0.46,914,CIA008,由TWZ0887轉入，請勿投產。
2501DCD019/001,PPSUS,CSUS304-20,-,0.46,914,CIA008,由TWZ0887轉入，請勿投產。
2501DCD019/002,PPSUS,CSUS304-20,-,0.46,914,CIA008,由TWZ0887轉入，請勿投產。
2501DCD019/003,PPSUS,CSUS304-20,-,0.46,914,CIA008,由TWZ0887轉入，請勿投產。
2501DFD043/004,PPGL,CGLC400-20,AZ150,0.52,914,CIA008,"2025/2/4:新增此項次
1.限重4~4.9噸，最後一顆可不依限重
2.0.52每尺比重aiming1.07~1.08kg/尺"
2502DMD008/005,,,,,,,"2025/2/25 Revised
項次5
修改數量9噸→49噸"
2503EFE014/001,PPGL,A792SSGR80,AZ50,0.381,1038,COG003,"TO 技術處:
THICKNESS - (AIM - 2%) PRODUCTION"
2503EFE014/002,PPGL,A792SSGR80,AZ50,0.381,1038,COG003,"TO 技術處:
THICKNESS - (AIM - 2%) PRODUCTION"
2502DMD008/004,,,,,,,"2025/2/25 Revised
項次4
修改數量100噸→140噸"
2503EFE019/001,PPGL,A792SSGR80,AZ50,0.483,1086,COG003,"TO 技術處: 
1. TOLERANCE AS PER 1/2 ASTM STANDARD。  
2.保固須依照FORMA STEEL 2022年保固書內容。  
3.客戶希望此批訂單機性與化性比照151EFE047 OR 154EFE069，主要考量BENDING盡量不能有CRACKING現象(不保證)，煩請比照以上兩張訂單選購原料與生產。"
2503EFE020/001,PPGL,A792SSGR80,AZ50,0.483,1086,COG003,"TO 技術處: 
1. TOLERANCE AS PER 1/2 ASTM STANDARD。  
2.保固須依照FORMA STEEL 2022年保固書內容。  
3.客戶希望此批訂單機性與化性比照151EFE047 OR 154EFE069，
  主要考量BENDING盡量不能有CRACKING現象(不保證)，
  煩請比照以上兩張訂單選購原料與生產。"
2503EFE021/001,PPGL,A792SSGR80,AZ50,0.483,1086,COG003,"TO 技術處: 
1. TOLERANCE AS PER 1/2 ASTM STANDARD。  
2.保固須依照FORMA STEEL 2022年保固書內容。  
3.客戶希望此批訂單機性與化性比照151EFE047 OR 154EFE069，
  主要考量BENDING盡量不能有CRACKING現象(不保證)，  
  煩請比照以上兩張訂單選購原料與生產。"
2502DMD008/006,,,,,,,"2025/2/25 Revised
項次6
修改數量9噸→49噸"
2502DFD037/001,PPGL,CGLC400-10,AZ70,0.476,911,CIA007,"急單
1.限重3.5~4噸，最後一顆可不依限重。"
2501EFE020/002,PPGL,A792SSGR80,AZ50,0.381,1029,COG003,"TO技術處:
保證1/2 ASTM 厚度公差，平坦度<=12 I-UNIT
END-USE: METAL BUILDING PANEL
品證書上請備註""SMP 40Y BY PAINT SUPPLIER"""
2508DFD040/005,PPGL,CGLC400-10,AZ70,0.426,912,CIA006,"1.目標寬度:914mm~916mm。
2.單捲限重:3.8噸~4.3噸"
2508DFD040/006,PPGL,CGLC400-10,AZ70,0.476,1210,CIA006,"1.目標寬度1210mm-1214mm
2.鋼捲限重:2.8~3.2噸
3.特急件"
2508DFD037/001,PPSUS,CSUS304-20,-,0.46,914,COA020,"114/08/14 Revised
項次1、2 修邊碼修改N-->Y"
2508DFD037/002,PPSUS,CSUS304-20,-,0.46,1000,COA020,"114/08/14 Revised
項次1、2 修邊碼修改N-->Y"
2509EFE006/001,PPGL,A792SSGR80,AZ50,0.361,1038,COG007,"TO 技術:
1.請特別注意平坦度保證STEEPNESS & FLATNESS 板形≦12 I-UNIT"
2508DFD040/002,PPGL,CGLC400-10,AZ70,0.426,912,CIA007,"1.目標寬度:914mm~916mm。
2.單捲限重:3.8噸~4.3噸"
2508DFD039/005,PPGL,CGLC-10,AZ070,0.726,1224,CIR030,1.母鋼分切3粒
2508DFD039/006,PPGL,CGLC-10,AZ070,1,912,CIC034,"1.目標寬度:914mm~916mm，不超過916mm。
2.用戶天車極限3噸，故每粒鋼捲務必3噸內。"
2508DFD040/001,PPGL,CGLC400-10,AZ70,0.426,912,CIA007,"1.目標寬度:914mm~916mm。
2.單捲限重:3.8噸~4.3噸"
2508DFD039/002,PPGL,CGLC-10,AZ070,0.476,914,CIR030,"2025/8/27Revised
1.更改限重3.8噸~4.7噸→3.5~噸~4.7噸，最後一顆可不依限重。
2025/8/19Revised
1.更改限重3.8噸~4.5噸→3.8噸~4.7噸。

1.單捲限重:3.8噸~4.5噸"
2508DFD039/003,PPGL,CGLC-10,AZ070,0.476,914,CIR030,"2025/8/27Revised
1.更改限重3.8噸~4.7噸→3.5~噸~4.7噸，最後一顆可不依限重。
2025/8/19Revised
1.更改限重3.8噸~4.5噸→3.8噸~4.7噸。

1.單捲限重:3.8~4.5噸"
2508DFD039/004,PPGL,CGLC-10,AZ070,0.476,1219,CIR030,"2025/8/27Revised
1.更改限重3.8噸~4.7噸→3.5~噸~4.5噸，最後一顆可不依限重。
2025/8/19Revised
1.更改限重3.8噸~4.5噸→3.8噸~4.7噸。

1.單捲限重:3.8噸~4.5噸"
2507EFE051/001,PPGL,A792SSGR80,AZ50,0.361,1038,COG003,"TO 原料&技術
*請勿配料 底材已完成* 9/11更改港口"
2509EFE021/001,PPGL,A792SSGR80,AZ50,0.457,1092,COG001,PE PAINT WITH 15-YEAR WARRANTY
2509EFE023/001,PPGL,A792MSSGR275,AZM150,0.47,914,COA010,"TO技術處 : 
THICKNESS TOLERANCE AS PER 1/2 ASTM STANDARD"
2509EFE022/002,PPGL,A792MSSGR275,AZM150,0.47,914,COA010,"TO技術處 : 
THICKNESS TOLERANCE AS PER 1/2 ASTM STANDARD 
*項次一~四為急單，請優先安排生產及出貨*"
2509EFE022/003,PPGL,A792MSSGR275,AZM150,0.47,914,COA010,"TO技術處 : 
THICKNESS TOLERANCE AS PER 1/2 ASTM STANDARD 
*項次一~四為急單，請優先安排生產及出貨*"
2509EFE022/004,PPGL,A792MSSGR275,AZM150,0.47,914,COA010,"TO技術處 : 
THICKNESS TOLERANCE AS PER 1/2 ASTM STANDARD 
*項次一~四為急單，請優先安排生產及出貨*"
2509EFE022/005,PPGL,A792MSSGR275,AZM150,0.47,914,COA010,"TO技術處 :
THICKNESS TOLERANCE AS PER 1/2 ASTM STANDARD"
2509EFE022/006,PPGL,A792MSSGR275,AZM150,0.47,914,COA010,"TO技術處 :
THICKNESS TOLERANCE AS PER 1/2 ASTM STANDARD"
2508DFD073/001,PPGL,CGLC-10,AZ070,0.326,1219,COA007,1.限重3.5~4.5，最後一顆可不依限重
2501EFE020/003,PPGL,A792SSGR80,AZ50,0.381,1029,COG007,"TO技術處:
保證1/2 ASTM 厚度公差，平坦度<=12 I-UNIT
END-USE: METAL BUILDING PANEL
品證書上請備註""SMP 40Y BY PAINT SUPPLIER"""
2502EFE009/004,PPGL,A792SSGR80,AZ50,0.381,1076,COG003,"TO 技術處： 
1. 厚度公差AIMING +0.0030""; 寬度公差AIMING +0.1875""。 
2. 寬度公差標準比照ASTM 924 TABLE 3。 
3. 邊波上限0.125""; I-UNITS上限20。 
4. 用途為壁板。"
2502EFE036/001,PPGL,A792SSGR33,AZ50,0.381,909,COG003,"TO技術處
1. THICKNESS TOLERANCE: 0/+0.003""
2. WIDTH TOLERANCE: 0/+4.5MM (AIMING)
3. FLATNESS REQUIREMENT: 10  I-UNIT AIMING AND 12 I-UNIT GUARANTEED"
2512DFD076/001,PPGL,CGLCC-10,AZ70,0.376,914,CIA029,"1. 含漆總厚度不能低於0.40mm。

2. 含漆總厚度Aiming  0.40mm ~ 0.43mm。"
2512DFD077/001,PPGL,CGLC400-30,AZ150,0.52,914,CIA008,TO PP: 此為工程案訂單，客戶需求量為36~38噸，投產請產足。
2502EFE054/001,,,,,,,TO技術處1. THICKNESS TOLERANCE: 0/+0.003
2507DFD038/003,PPGL,CGLC400-20,AZ150,0.52,1219,CIA008,1.限重4~4.9，最後一顆可不依限重。
2507DFD038/004,PPGL,CGLC400-20,AZ150,0.52,914,CIA008,1.限重4~4.9，最後一顆可不依限重。
2507EFE043/001,PPGL,A792MSSGR275,AZM150,0.47,914,COA010,"***請使用對應材原料***

TO技術處 :
THICKNESS TOLERANCE AS PER 1/2 ASTM STANDARD

***項次一為急單，請優先安排生產及出貨***"
2507EFE043/003,PPGL,A792MSSGR275,AZM150,0.47,914,COA010,"***請使用對應材原料***

TO技術處 :
THICKNESS TOLERANCE AS PER 1/2 ASTM STANDARD

***項次一為急單，請優先安排生產及出貨***"
2507DFD039/001,PPGL,CGLC400-10,AZ70,0.476,911,CIA007,"1.限重2.8~3.2噸、最後一顆可不一限重。
2.目標寬度912mm~914mm"
2507DFD039/002,PPGL,CGLC340-10,AZ70,0.426,911,CIA007,"1.限重2.2~2.8噸、最後一顆可不一限重。
2.目標寬度912mm~914mm"
2507DFD039/003,PPGL,CGLC400-10,AZ70,0.476,911,CIA006,"1.限重2.8~3.2噸、最後一顆可不一限重。
2.目標寬度912mm~914mm"
2507DFD039/004,PPGL,CGLC400-10,AZ70,0.476,911,CIA006,"1.限重2.8~3.2噸、最後一顆可不一限重。
2.目標寬度912mm~914mm"
2507DFD039/005,PPGL,CGLC400-10,AZ70,0.476,1210,CIA006,"1. 鋼捲限重:2.8~3.2噸、最後一顆可不一限重。
2. 目標寬度1212mm~1214mm"
2507DFD039/006,PPGL,CGLC400-10,AZ70,0.426,912,CIA007,"1.鋼捲限重:3.8~4.3噸、最後一顆可不一限重。
2.目標寬度914mm~916mm"
2501EFE039/001,PPGI,A653SSGR80,G90,0.381,1029,COG003,"TO技術處:
保證1/2 ASTM 厚度公差，平坦度<=12 I-UNIT
END-USE: METAL BUILDING PANEL
品證書上請備註""SMP 40Y BY PAINT SUPPLIER""

***此訂單中轉Camden, 後段由住友承接運送至加拿大，非銷美訂單***"
2508ECE003/001,PPGL,A792SSGR80,AZ50,0.467,1092,COG003,*請勿生產*此為2505EFE009之轉單
2508ECE003/002,PPGL,A792SSGR80,AZ50,0.467,1092,COG003,*請勿生產*此為2505EFE009之轉單
2508ECE003/003,PPGL,A792SSGR80,AZ50,0.467,1092,COG003,*請勿生產*此為2505EFE009之轉單
2508DFD073/003,PPGL,CGLC-10,AZ070,0.726,1050,CIR030,1.限重3.5~4.7，最後一顆可不依限重
2507EFE048/001,PPGL,CGL400-10,AZ070,0.55,1250,COA001,"TO 技術處:
1. T.S MIN. 330 N/M2
2. Y.S MIN. 250 N/M2
3. ELONGATION: MIN 19%
4. CHEMICAL COMPOSITION: C MAX 0.2% / Si MAX 0.6% / Mn MAX 1.7% /P MAX0.1% S MAX 0.045%
5. DIMENSIONAL TOLERANCE ACC. TO BS EN10143 WITH AIMING 1/2 TOLERANCE ON THICKNES.
6. SHOW ""SYSCO CGC400 MECHANICAL PROPERITIES ARE SIMILAR TO EN S250GD "" ON MTC
TO 生管/原料:
急單 ，交期9月中旬
因歐盟額度限制，投料請勿超過訂單量200MT
*2025/08/27 修改色碼說明*"
2503EFE022/012,PPGL,A792SSGR33,AZ50,0.61,1219,COG003,2025/02/12: 數量由20噸增加至40噸
2503EOE001/001,PPGL,A792SSGR33,AZ50,0.508,406,COG007,"TO 技術處: 
1. AIMING SLIT WIDTH TOLERANCE: -0~+0.005"", 保證 -0~+0.016""。 
2. 原母鋼寬度為 1225mm (分條刀數2刀)。 
3. 單一分條鋼捲限重1.4MT MAX。 
4. 每一棧板放置1顆分條鋼捲。 
5. 每一棧板+鋼捲重量不得超過4.5MT。"
2502DMD008/007,,,,,,,"2025/2/25 Revised
項次7
修改數量9噸→49噸"
2502DMD008/002,,,,,,,"2025/2/25 Revised
項次2
修改數量100噸→140噸"
2502DMD008/003,,,,,,,"2025/2/27:
修改數量83噸→65噸

2025/2/25 Revised
項次3
修改數量35噸→83噸"
2502DMD008/008,,,,,,,"2025/2/25 Revised
項次8
修改數量130噸→170噸"
2502DMD008/009,,,,,,,"2025/2/25 Revised
項次9
修改數量18噸→58噸"
2502DMD008/010,,,,,,,"2025/2/25 Revised
項次10
修改數量18噸→58噸"
2502DMD008/011,,,,,,,"2025/2/25 Revised
項次11
修改數量50噸→90噸"
2501EFE038/001,PPGL,A792SSGR80,AZ50,0.381,1029,COG007,"TO技術處:
保證1/2 ASTM 厚度公差，平坦度<=12 I-UNIT
END-USE: METAL BUILDING PANEL
品證書上請備註""SMP 40Y BY PAINT SUPPLIER""

***此訂單中轉Camden, 後段由住友承接運送至加拿大，非銷美訂單***"
2502EFE010/001,PPGL,A792SSGR80,AZ35,0.361,1041,COG004,"TO 技術處: 
1. FLATNESS 1/2 ASTM  
2. END USE: LINER PANEL"
2502EFE011/001,PPGL,A792SSGR33,AZ50,0.457,1219,COG003,"TO 技術處: 
1. FLATNESS 1/2 ASTM  
2. END USE: RES/CON ROOFING & SIDING"
2505DFD065/001,PPGL,A792MCQ,AZM150,0.6,1219,COA001,"1.投入1顆HR，請挑選較小顆HR
2.限重4~5噸，最後一顆可不依限重。
3.修補漆*1"
2506DFD032/001,PPGL,CGLC400-10,AZ100,0.476,912,CIA007,目標寬度:914mm~916mm
2501DFD001/001,PPGI,CGCC-10,Z12,0.556,870,CIC005,"1. 此單為松下洗衣機外殼-內銷機種,包裝方式請更改為D7
2. 客戶有特殊機械性質要求，請原料投入1002B材質
3. 此單生產時請知會R&D 吳昭瑢處長。"
2502DMD008/012,,,,,,,"2025/2/25 Revised
項次12
修改數量60噸→100噸"
2502DMD008/013,,,,,,,"2025/2/25 Revised
項次13
修改數量9噸→49噸"
2502DMD008/015,,,,,,,"2025/2/25 Revised
項次15
修改數量9噸→49噸"
2502DMD008/016,,,,,,,"2025/2/25 Revised
項次16
修改數量50噸→90噸"
2502DMD008/017,,,,,,,"2025/2/25 Revised
項次17
修改數量9噸→49噸"
2502DMD008/018,,,,,,,"2025/2/25 Revised
項次18
修改數量18噸→58噸

2025/2/7
數量修改為18噸"
2502DMD026/001,,,,,,,"1.請挑選最小顆母鋼
2.烤漆分4顆"
2502DFD034/002,PPGL,CGLC400-32,AZ150,0.52,914,CIA008,"套筒改**R**
膜厚改**25u/15u**"
2502DFD034/003,PPGL,CGLC400-32,AZ150,0.52,914,CIA008,"套筒改**R**
膜厚改**25u/15u**"
2502DFD024/001,PPGL,CGLCC-20,AZ150,0.42,914,CIA008,"1.限重4-4.9噸，最後一顆可不依限重。
2.0.42比重aiming 0.86~0.87KG/尺。"
2503EFE029/001,PPGL,A792SSGR80,AZ50,0.381,1035,COG007,TO技術處1. THICKNESS TOLERANCE: 0/+0.003
2503DFD005/001,PPSUS,CSUS304-20,-,0.46,914,CIA008,1.0.46mm比重aiming 0.95~0.97kg/尺
2502AIX001/001,PPGL,A792SSGR33,AZ50,0.508,1225,COG007,=2503EOE001/001
2503EFE028/001,PPGL,A792SSGR80,AZ50,0.381,1038,COG003,"TO 技術處:
THICKNESS : (AIM - 2%) PRODUCTION"
2503EFE063/004,PPGL,A792MSSGR275,AZM150,0.47,914,COA010,"TO技術處 :
THICKNESS TOLERANCE AS PER 1/2 ASTM STANDARD
新背標使用，實際下單為AZM150，經確認客戶要求背標為AZ150。"
2504EFE032/001,PPGL,A792SSGR33,AZ50,0.508,1238,COG007,"TO 技術處：AIMING THICKNESS TOLERANCE PER 1/2 ASTM STANDARD。

TO PP: 急單請優先安排生產出貨"
2503DCD004/001,PPSUS,CSUS304-20,-,0.46,914,CIA008,由TWZ0887投入，請勿投產。
2503EFE027/001,PPGL,A792SSGR80,AZ50,0.381,1038,COG003,"TO 技術處：
1. TOLERANCE AS PER 1/2 ASTM STANDARD。  
2.保固須依照FORMA STEEL 2022年保固書內容。  
3.客戶希望此批訂單機性與化性比照151EFE047 OR 154EFE069，
  主要考量BENDING盡量不能有CRACKING現象(不保證)，
  煩請比照以上兩張訂單選購原料與生產 。"
2502DFD026/001,PPGL,CGLCC-10,AZ50,0.18,790,COR005,1.限重4~4.6噸，以不低於下限重為主，若分切不進請先與MKT聯繫詢問分切方式。
2502DFD039/001,PPGI,CGC440-20,Z25,1.15,1219,COT001,"1.請注意平坦度,出捲板型 ︵
2.注意單捲限重及610內徑。"
2502DFD039/002,PPGI,CGC440-20,Z25,0.951,914,COT001,"1.請注意平坦度,出捲板型 ︵
2.注意單捲限重(限重:3~5噸)及610內徑。"
2502DFD039/003,PPGI,CGC440-20,Z25,0.951,1219,COT001,"1.請注意平坦度,出捲板型 ︵
2.注意單捲限重及610內徑。"
2502EFE063/001,PPGL,A792SSGR33,AZ50,0.483,1207,COG007,"TO技術處
1. THICKNESS TOLERANCE : 0/+0.003""
2. WIDTH TOLERANCE : PER ASTM : 0/+4.8MM
3. FLATNESS REQUIREMENT : 10 I-UNIT AIMING AND 12 I-UNIT"
2503EFE030/001,PPGL,A792SSGR80,AZ50,0.381,1035,COG003,TO技術處1. THICKNESS TOLERANCE: 0/+0.003
2502DFD032/001,PPGL,CGLC-10,AZ100,0.476,1219,CIC034,單捲限重:用戶的天車極限3噸，故每粒鋼捲務必3噸內
2503EFE032/001,PPGL,A792SSGR80,AZ50,0.508,1099,COG003,"TO技術處:
1.THICKNESS IS AIMING 0.018''MIN
2.THICKNESS CONTROL IS CRITICAL 
3.此單為REPEAT ORDER，請同上一張訂單2405EFE008生產"
2503EFE034/001,PPGL,A792SSGR80,AZ50,0.361,1038,COG007,"TO 技術:
1.請特別注意平坦度保證STEEPNESS & FLATNESS 板形≦12 I-UNIT"
2502DFD037/002,PPGL,CGLC400-10,AZ70,0.476,911,CIA006,"急單
1.限重3.5~4噸，最後一顆可不依限重。"
2502DFD040/001,PPGL,A792MSSGR550,AZM250,0.6,1219,CHA081,"1. 此為台塑工程案用料。
2. 此單有指定熱軋，請冷軋技術課挑選符合此訂單的限制條件的熱軋鋼捲。
3. 台塑經確認對單位重量有要求，需至少大於4.5731kg/m2，經與台塑
    及華明確認，冷軋底材厚度設定為0.57mm，因此此單厚度變異設定
    為+5.6%；目前設定此厚度的比重約為4.7252kg/m2。
4. 此單請會簽至R&D，並於生產時知會吳昭瑢處長。"
2502DFD034/001,PPGL,CGLC400-32,AZ150,0.52,914,CIA008,"套筒改**R**
膜厚改**25u/15u**"
2502DFD046/001,PPGL,CGLC400-30,AZ150,0.4,1219,CIA008,"1.塗料：PVDF30um/PE20um。
2.請盡量挑選小顆母鋼捲。"
2502DFD040/002,PPGL,A792MSSGR550,AZM250,0.6,1219,CHA081,"1. 此為台塑工程案用料。
2. 此單有指定熱軋，請冷軋技術課挑選符合此訂單的限制條件的熱軋鋼捲。
3. 台塑經確認對單位重量有要求，需至少大於4.5731kg/m2，經與台塑
    及華明確認，冷軋底材厚度設定為0.57mm，因此此單厚度變異設定
    為+5.6%；目前設定此厚度的比重約為4.7252kg/m2。
4. 此單請會簽至R&D，並於生產時知會吳昭瑢處長。"
2503EFE035/001,PPGL,A792SSGR80,AZ50,0.47,1092,COG007,"TO 技術:
1.請特別注意平坦度保證STEEPNESS & FLATNESS 板形≦12 I-UNIT"
2503EFE035/002,PPGL,A792SSGR80,AZ50,0.47,1092,COG003,"TO 技術:
1.請特別注意平坦度保證STEEPNESS & FLATNESS 板形≦12 I-UNIT"
2502EFE055/001,,,,,,,TO技術處1. THICKNESS TOLERANCE: 0/+0.003
2501EFE003/010,PPGL,A792SSGR33,AZ50,0.508,914,COG007,"TO技術處: 
1. THICKNESS TOLERANCE 1/2 ASTM STANDARD。  
2. END USAGE : ROLL FORMED STEEL PANEL。"
2501EFE003/011,PPGL,A792SSGR80,AZ50,0.508,1092,COG003,"TO技術處: 
1. THICKNESS TOLERANCE 1/2 ASTM STANDARD。  
2. END USAGE : ROLL FORMED STEEL PANEL。"
2501EFE003/015,PPGL,A792SSGR33,AZ50,0.508,1219,COG003,"TO技術處: 
1. THICKNESS TOLERANCE 1/2 ASTM STANDARD。  
2. END USAGE : ROLL FORMED STEEL PANEL。"
2501EFE003/016,PPGL,A792SSGR33,AZ50,0.508,1219,COG003,"TO技術處: 
1. THICKNESS TOLERANCE 1/2 ASTM STANDARD。  
2. END USAGE : ROLL FORMED STEEL PANEL。"
2501EFE026/001,PPGL,A792SSGR80,AZ50,0.508,1099,COG003,"TO技術處:
1.THICKNESS IS AIMING 0.018''MIN
2.THICKNESS CONTROL IS CRITICAL 
3.此單為REPEAT ORDER，請同上一張訂單2405EFE008生產"
2501EFE008/001,PPGL,A792SSGR80,AZ50,0.381,1038,COG003,"TO 技術處: 
1. TOLERANCE AS PER 1/2 ASTM STANDARD。  
2.保固須依照FORMA STEEL 2022年保固書內容。  
3.客戶希望此批訂單機性與化性比照151EFE047 OR 154EFE069，
   主要考量BENDING盡量不能有CRACKING現象(不保證)，
   煩請比照以上兩張訂單選購原料與生產
   ""TS and YS aiming 100ksi MAX"", 不保證。"
2501EFE009/001,PPGL,A792SSGR80,AZ50,0.483,1086,COG003,"TO 技術處: 
1. TOLERANCE AS PER 1/2 ASTM STANDARD。  
2.保固須依照FORMA STEEL 2022年保固書內容。  
3.客戶希望此批訂單機性與化性比照151EFE047 OR 154EFE069，
   主要考量BENDING盡量不能有CRACKING現象(不保證)，
   煩請比照以上兩張訂單選購原料與生產
   ""TS and YS aiming 100ksi MAX"", 不保證。"
2501EFE010/001,PPGL,A792SSGR80,AZ50,0.483,1086,COG003,"TO 技術處: 
1. TOLERANCE AS PER 1/2 ASTM STANDARD。  
2.保固須依照FORMA STEEL 2022年保固書內容。  
3.客戶希望此批訂單機性與化性比照151EFE047 OR 154EFE069，
   主要考量BENDING盡量不能有CRACKING現象(不保證)，
   煩請比照以上兩張訂單選購原料與生產
   ""TS and YS aiming 100ksi MAX"", 不保證。"
2501EFE011/001,PPGI,A653SSGR80,G90,0.381,1029,COG003,"TO技術處:
保證1/2 ASTM 厚度公差，平坦度<=12 I-UNIT
END-USE: METAL BUILDING PANEL
品證書上請備註""SMP 40Y BY PAINT SUPPLIER"""
2501EFE003/001,PPGL,A792SSGR80,AZ50,0.381,1041,COG003,"TO技術處: 
1. THICKNESS TOLERANCE 1/2 ASTM STANDARD。  
2. END USAGE : ROLL FORMED STEEL PANEL。"
2501EFE003/002,PPGL,A792SSGR80,AZ50,0.381,1041,COG007,"TO技術處: 
1. THICKNESS TOLERANCE 1/2 ASTM STANDARD。  
2. END USAGE : ROLL FORMED STEEL PANEL。"
2503EFE040/004,PPGL,A792SSGR80,AZ50,0.483,1092,COG007,"TO 技術處:
THICKNESS - (AIM - 2%)

2025/03/06 * 此項項次不生產，改下到2503EFE058 *"
2501EFE003/009,PPGL,A792SSGR33,AZ50,0.381,914,COG003,"TO技術處: 
1. THICKNESS TOLERANCE 1/2 ASTM STANDARD。  
2. END USAGE : ROLL FORMED STEEL PANEL。"
2503EFE034/002,PPGL,A792SSGR80,AZ50,0.361,1038,COG003,"TO 技術:
1.請特別注意平坦度保證STEEPNESS & FLATNESS 板形≦12 I-UNIT"
2502DFD047/001,PPGL,CGLC400-30,AZ150,0.576,914,CIA008,"1.限重4~4.9噸，最後一顆可不依限重。
2.請挑選2粒較小底材"
2505DFD052/003,PPGL,CGLC400-10,AZ100,0.476,1072,CIA001,"1. HR請盡量挑選16~19噸
2. 鍍鋅產出後，聯絡MKT楊舜仁課長確認分切方式"
2505EFE047/001,PPGL,A792SSGR80,AZ50,0.485,1086,COG003,"TO 技術處: 
1. TOLERANCE AS PER 1/2 ASTM STANDARD。  
2.保固須依照FORMA STEEL 2022年保固書內容。  
3.客戶希望此批訂單機性與化性比照151EFE047 OR 154EFE069
  為Y.S & T.S AIMING 100KSI MAX，
  主要考量BENDING盡量不能有CRACKING現象(不保證)，
  煩請比照以上兩張訂單選購原料與生產。"
2501EFE006/001,PPGL,A792SSGR33,AZ50,0.61,1216,COG003,"TO技術處:
保證1/2 ASTM 厚度公差，平坦度<=12 I-UNIT
END-USE: METAL BUILDING PANEL
品證書上請備註""SMP 40Y BY PAINT SUPPLIER"""
2502EFE056/001,,,,,,,TO技術處1. THICKNESS TOLERANCE: 0/+0.003
2502EFE040/001,PPGL,A792SSGR33,AZ50,0.381,909,COA001,"TO技術處
1. THICKNESS TOLERANCE: 0/+0.003""
2. WIDTH TOLERANCE: 0/+4.5MM (AIMING)
3. FLATNESS REQUIREMENT: 10  I-UNIT AIMING AND 12 I-UNIT GUARANTEED"
2501AIX001/001,PPGL,CGLC-20,AZ150,0.42,914,COA001,"年度提供塗料商對色用底漆板
由現有WIP轉，不用配料"
2502EFE025/001,PPGL,A792SSGR80,AZ50,0.381,1035,COG003,"TO技術處
1. THICKNESS TOLERANCE: 0/+0.003""
2. WIDTH TOLERANCE: 0/+4.5MM
3. FLATNESS REQUIREMENT: 10  I-UNIT AIMING AND 12 I-UNIT GUARANTEED"
2502EFE027/001,PPGL,A792SSGR80,AZ50,0.381,1035,COG003,"TO技術處
1. THICKNESS TOLERANCE: 0/+0.003""
2. WIDTH TOLERANCE: 0/+4.5MM
3. FLATNESS REQUIREMENT: 10  I-UNIT AIMING AND 12 I-UNIT GUARANTEED"
2502EFE028/001,PPGL,A792SSGR80,AZ50,0.381,1035,COG003,"TO技術處
1. THICKNESS TOLERANCE: 0/+0.003""
2. WIDTH TOLERANCE: 0/+4.5MM
3. FLATNESS REQUIREMENT: 10  I-UNIT AIMING AND 12 I-UNIT GUARANTEED"
2502EFE029/001,PPGL,A792SSGR80,AZ50,0.381,1035,COG007,"TO技術處
1. THICKNESS TOLERANCE: 0/+0.003""
2. WIDTH TOLERANCE: 0/+4.5MM
3. FLATNESS REQUIREMENT: 10  I-UNIT AIMING AND 12 I-UNIT GUARANTEED"
