CONK,cust_num,cust_num_name,Trader,Trader_name,buyer_cust,buyer_cust_name,A6SNO,STAND,SPEC,GAOF,OGAG,OWID,ZINC,CTTY,A5ANNE,A1SPLY,A1MTRL,A1STHR,A1GAG,A1WID,A3GAG,A7SNO,COLOT,PGAOT,COLOB,PGABT,USAGE,DEC2,OPCD,DEC6,BORE,SLEEV,BMAK,PCOD,GRNTE,WLOW,WUP
2507DFD034/001,TWS0004,英統貿易股份有限公司,TWS0004,英統貿易股份有限公司,TWS0004,英統貿易股份有限公司,PL05258,CNS,CGLC400-20,-1.4,0.52,1219.0,AZ150,AC,S1,CH,SAE1012,SAE1012,2.02,1230.0,0.476,SY3562Y3,SY3562,25,BW73Y2,12.5,CIA008,戶外壁板,ON006,無選配,508,R,C814,D2,-,4.0,5.0
2507DFD034/002,TWS0004,英統貿易股份有限公司,TWS0004,英統貿易股份有限公司,TWS0004,英統貿易股份有限公司,PL05363,CNS,CGLC400-20,-1.4,0.52,914.0,AZ150,AC,S1,CSC,SAE1012,SAE1012,2.02,925.0,0.476,SY3562Y3,SY3562,25,BW73Y2,12.5,CIA008,戶外壁板,ON006,無選配,508,R,C814,D2,-,3.0,5.0
2507DFD034/003,TWS0004,英統貿易股份有限公司,TWS0004,英統貿易股份有限公司,TWS0004,英統貿易股份有限公司,PL05363,CNS,CGLC400-20,-1.4,0.52,914.0,AZ150,AC,S1,CSC,SAE1012,SAE1012,2.02,925.0,0.476,SC3062Y6,SC3062,25,BW73Y2,12.5,CIA008,戶外壁板,ON006,無選配,508,R,C814,D2,-,3.0,5.0
2507DFD034/004,TWS0004,英統貿易股份有限公司,TWS0004,英統貿易股份有限公司,TWS0004,英統貿易股份有限公司,PL05363,CNS,CGLC400-20,-1.4,0.52,914.0,AZ150,AC,S1,CSC,SAE1012,SAE1012,2.02,925.0,0.476,SB2562Y3,SB2562,25,BW73Y2,12.5,CIA008,戶外壁板,ON006,無選配,508,R,C814,D2,-,3.0,5.0
2507DFD034/005,TWS0004,英統貿易股份有限公司,TWS0004,英統貿易股份有限公司,TWS0004,英統貿易股份有限公司,PL05363,CNS,CGLC400-20,-1.4,0.52,914.0,AZ150,AC,S1,CSC,SAE1012,SAE1012,2.02,925.0,0.476,SG6802Y5,SG6802,25,BW73Y2,12.5,CIA008,戶外壁板,ON006,無選配,508,R,C814,D2,-,3.0,5.0
2508DFD003/008,TWP0019,泉盈股份有限公司,TWP0019,泉盈股份有限公司,TWP0059,台灣松下電器股份有限公司,PG04658,CNS,CGCC-10,-2.4,0.326,797.0,Z08,BC,S3,CSC,SAE1008,SAE1008,2.0,810.0,0.321,AYF532W1,AYF532,25,BYF712,NOM,CIC001,冰箱側板(無毒),OA001,無選配,508,E,S000,S3,R2,3.0,5.0
2507DFD035/003,TWS0026,益大鋼鐵股份有限公司,TWS0026,益大鋼鐵股份有限公司,TWS0026,益大鋼鐵股份有限公司,PL06511,CNS,CGLC400-30,0,0.7,914.0,AZ150,AC,S1,CSC,SAE1012,SAE1012,2.02,925.0,0.665,FC3062Y1,FC3062,25,BW73Y2,12.5,CIA008,戶外壁板,ON006,戶外壁板,508,R,C815,D2,-,3.0,5.0
2507EFE042/001,LK00011,ELCARDOTRADING(PVT)LTD,JP00004,台灣住友商事股份有限公司,LK00011,ELCARDOTRADING(PVT)LTD,PL06454,ASTM,A792MSSGR275,0,0.47,914.0,AZM150,AC,S1,CSC,SAE1012,SAE1012,2.02,925.0,0.432,RYB972Y1,RYB972,25,BW70Z2,NOM,COA010,輕捲門,OR001,無選配,508,S,C852,E0,-,2.5,5.0
2502BIX016/003,TWZ0999,國內業務處-大色未分配,TWZ0999,國內業務處-大色未分配,TWZ0999,國內業務處-大色未分配,PL05173,CNS,CGLCC-10,-1,0.18,830.0,AZ50,BC,S1,CSC,SAE1008,SAE1008,2.0,845.0,0.18,1W0862L4,1W0862,NOM,BW7362,NOM,COR005,超薄屋頂背板,ON019,壁板背板寬度公差-2?+5,508,P,CT01,D2,-,4.0,5.0
2501DCD004/002,TWS0008,亞喬企業股份有限公司,TWS0008,亞喬企業股份有限公司,TWS0008,亞喬企業股份有限公司,PS00037,SYSCO,CSUS304-20,0,0.46,914.0,-,BC,S1,YU,SUS304,SUS304,0.46,914.0,0.46,RYF892Z1,RYF892,25,BW73Y2,12.5,CIA008,戶外壁板,-,無選配,508,S,C989,A3,-,4.0,4.9
2501DCD019/001,TWS0008,亞喬企業股份有限公司,TWS0008,亞喬企業股份有限公司,TWS0008,亞喬企業股份有限公司,PS00037,SYSCO,CSUS304-20,0,0.46,914.0,-,BC,S1,YU,SUS304,SUS304,0.46,914.0,0.46,1C4601Y2,1C4601,25,BW73Y2,12.5,CIA008,戶外壁板,-,無選配,508,P,C989,A3,-,4.0,4.9
2501DCD019/002,TWS0008,亞喬企業股份有限公司,TWS0008,亞喬企業股份有限公司,TWS0008,亞喬企業股份有限公司,PS00037,SYSCO,CSUS304-20,0,0.46,914.0,-,BC,S1,YU,SUS304,SUS304,0.46,914.0,0.46,2Y7304Z1,2Y7304,25,BW73Y2,12.5,CIA008,戶外壁板,-,無選配,508,P,C989,A3,-,4.0,4.9
2501DCD019/003,TWS0008,亞喬企業股份有限公司,TWS0008,亞喬企業股份有限公司,TWS0008,亞喬企業股份有限公司,PS00037,SYSCO,CSUS304-20,0,0.46,914.0,-,BC,S1,YU,SUS304,SUS304,0.46,914.0,0.46,RYF892Z1,RYF892,25,BW73Y2,12.5,CIA008,戶外壁板,-,無選配,508,S,C989,A3,-,4.0,4.9
2501DFD043/004,TWS0008,亞喬企業股份有限公司,TWS0008,亞喬企業股份有限公司,TWS0008,亞喬企業股份有限公司,PL05363,CNS,CGLC400-20,-1.4,0.52,914.0,AZ150,AC,S1,CSC,SAE1012,SAE1012,2.02,925.0,0.476,SY9262Y1,SY9262,25,BW73Y2,12.5,CIA008,戶外壁板,ON006,無選配,508,R,C814,D2,-,4.0,4.9
2503EFE014/001,US00505,TATAINTERNATIONAL(USA),US00505,TATAINTERNATIONAL(USA),US00022,NORTHWESTMETALS,PL06474,ASTM,A792SSGR80,-1,0.381,1038.0,AZ50,AC,H2,CH,SAE1008,SAE1008,2.2,1051.0,0.336,SBG472Y1,SBG472,25,BW4CY2,12.5,COG003,超耐候屋頂(保證年限),ON007,無選配,508,P,S000,E0,-,3.0,4.5
2503EFE014/002,US00505,TATAINTERNATIONAL(USA),US00505,TATAINTERNATIONAL(USA),US00022,NORTHWESTMETALS,PL06474,ASTM,A792SSGR80,-1,0.381,1038.0,AZ50,AC,H2,CH,SAE1008,SAE1008,2.2,1051.0,0.336,SYS574Y1,SYS574,25,BW4CY2,12.5,COG003,超耐候屋頂(保證年限),ON007,無選配,508,P,S000,E0,-,3.0,4.5
2502DFD021/001,TWZ0887,國內業務處,TWZ0887,國內業務處,TWZ0887,國內業務處,PL05363,CNS,CGLC400-20,-1.4,0.52,914.0,AZ150,AC,S1,CH,SAE1012,SAE1012,2.02,925.0,0.476,SC3062Y6,SC3062,25,BW73Y2,12.5,CIA008,戶外壁板,ON006,無選配,508,R,C814,D2,-,3.0,5.0
2503EFE019/001,US00359,FORMASTEELLTD.,CA00030,AMALGAMATEDTRADINGLTD.,US00359,FORMASTEELLTD.,PL03558,ASTM,A792SSGR80,0,0.483,1086.0,AZ50,AC,H2,CH,SAE1008,SAE1008,2.2,1102.0,0.441,SYG464Y1,SYG464,25,BY15Z2,NOM,COG003,超耐候屋頂(保證年限),ON007,無選配,508,P,S000,E0,-,3.0,4.5
2503EFE020/001,US00359,FORMASTEELLTD.,CA00030,AMALGAMATEDTRADINGLTD.,US00359,FORMASTEELLTD.,PL03558,ASTM,A792SSGR80,0,0.483,1086.0,AZ50,AC,H2,CH,SAE1008,SAE1008,2.2,1102.0,0.441,SWS5X4Y1,SWS5X4,25,BY15Z2,NOM,COG003,超耐候屋頂(保證年限),ON007,無選配,508,P,S000,E0,-,3.0,4.5
2503EFE021/001,US00359,FORMASTEELLTD.,CA00030,AMALGAMATEDTRADINGLTD.,US00359,FORMASTEELLTD.,PL03558,ASTM,A792SSGR80,0,0.483,1086.0,AZ50,AC,H2,CH,SAE1008,SAE1008,2.2,1102.0,0.441,SWG2V4Y1,SWG2V4,25,BY15Z2,NOM,COG003,超耐候屋頂(保證年限),ON007,無選配,508,P,S000,E0,-,3.0,4.5
2503EFE022/001,CA00002,WESTFORMMETALINC.,CA00030,AMALGAMATEDTRADINGLTD.,CA00002,WESTFORMMETALINC.,PL03860,ASTM,A792SSGR80,0,0.508,1092.0,AZ50,AC,H2,CH,SAE1008,SAE1008,2.2,1102.0,0.466,SBH784Y1,SBH784,25,BW73Z2,NOM,COG003,超耐候屋頂(保證年限),ON007,無選配,508,P,S000,E0,-,3.0,4.5
2503EFE022/002,CA00002,WESTFORMMETALINC.,CA00030,AMALGAMATEDTRADINGLTD.,CA00002,WESTFORMMETALINC.,PL03860,ASTM,A792SSGR80,0,0.508,1092.0,AZ50,AC,H2,CH,SAE1008,SAE1008,2.2,1102.0,0.466,SWH274Y2,SWH274,25,BW73Z2,NOM,COG003,超耐候屋頂(保證年限),ON007,無選配,508,P,S000,E0,-,3.0,4.5
2502DLD001/001,TWS0112,和桑貿易股份有限公司,TWS0112,和桑貿易股份有限公司,TWS0112,和桑貿易股份有限公司,TP00016,SYSCO,CALC-20,0,1,1250.0,-,BC,S1,CSA,SALC,SALC,1.0,1250.0,1,NBW7YSY3,NBW7YS,NOM,BW73X2,15,COA020,印刷戶外壁板,ON008,印刷戶外壁板,508,S,S000,D2,-,1.5,3.0
2503EFE022/008,CA00002,WESTFORMMETALINC.,CA00030,AMALGAMATEDTRADINGLTD.,CA00002,WESTFORMMETALINC.,PL04149,ASTM,A792SSGR33,0,0.508,1219.0,AZ50,AC,S1,CSC,1008C,SAE1008,2.01,1229.0,0.471,SGT7Q4Y1,SGT7Q4,25,BW73Z2,NOM,COG007,超保固屋頂(保證年限),ON007,無選配,508,P,S000,E0,-,3.0,4.5
2503EFE022/009,CA00002,WESTFORMMETALINC.,CA00030,AMALGAMATEDTRADINGLTD.,CA00002,WESTFORMMETALINC.,PL04149,ASTM,A792SSGR33,0,0.508,1219.0,AZ50,AC,S1,CSC,1008C,SAE1008,2.01,1229.0,0.471,SYT9P4Y6,SYT9P4,25,SYT9P4,25,COG007,超保固屋頂(保證年限),ON007,無選配,508,P,S000,E0,-,3.0,4.5
2503EFE022/010,CA00002,WESTFORMMETALINC.,CA00030,AMALGAMATEDTRADINGLTD.,CA00002,WESTFORMMETALINC.,PL03999,ASTM,A792SSGR33,0,0.61,1219.0,AZ50,AC,S1,CSC,1008C,SAE1008,2.01,1229.0,0.574,SYT9P4Y1,SYT9P4,25,BW73Z2,NOM,COG007,超保固屋頂(保證年限),ON007,無選配,508,P,S000,E0,-,3.0,4.5
2501EFE062/001,US00505,TATAINTERNATIONAL(USA),US00505,TATAINTERNATIONAL(USA),US00022,NORTHWESTMETALS,PL03889,ASTM,A792SSGR80,0,0.381,1038.0,AZ50,AC,H2,CSC,SAE1008,SAE1008,2.0,1051.0,0.339,SBT694Y1,SBT694,25,BW4CY2,12.5,COG003,超耐候屋頂(保證年限),ON007,超耐候屋頂,508,P,S000,E0,-,2.73,4.53
2501EFE063/001,US00505,TATAINTERNATIONAL(USA),US00505,TATAINTERNATIONAL(USA),US00022,NORTHWESTMETALS,PL03889,ASTM,A792SSGR80,0,0.381,1038.0,AZ50,AC,H2,MARU,1008LAK,SAE1008,2.01,1051.0,0.339,SBT694Y1,SBT694,25,BW4CY2,12.5,COG003,超耐候屋頂(保證年限),ON007,無選配,508,P,S000,E0,-,2.73,4.53
2502DFD037/001,TWS0076,淀鋼國際股份有限公司,TWS0076,淀鋼國際股份有限公司,TWS0076,淀鋼國際股份有限公司,PL05962,CNS,CGLC400-10,0,0.476,911.0,AZ70,BC,S1,CH,SAE1012,SAE1012,2.02,925.0,0.481,LY2164Y1,LY2164,25,BW7362,NOM,CIA007,室內隔間,OL001,無選配,508,P,C008,S4,-,3.5,4.0
2504DFD020/001,TWS0026,益大鋼鐵股份有限公司,TWS0026,益大鋼鐵股份有限公司,TWS0026,益大鋼鐵股份有限公司,PL05856,CNS,CGLC400-30,-1.4,0.52,1220.0,AZ150,AC,S1,CSC,SAE1012,SAE1012,2.02,1230.0,0.476,FY3264Y3,FY3264,25,BW73Y2,12.5,CIA008,戶外壁板,ON006,無選配,508,R,C815,D2,-,4.0,5.0
2504DFD022/001,TWS0026,益大鋼鐵股份有限公司,TWS0026,益大鋼鐵股份有限公司,TWS0026,益大鋼鐵股份有限公司,PL05363,CNS,CGLC400-30,-1.4,0.52,914.0,AZ150,AC,S1,CH,SAE1012,SAE1012,2.02,925.0,0.476,FW3864Y6,FW3864,25,BW73Y2,12.5,CIA008,戶外壁板,ON006,戶外壁板,508,R,C815,D2,-,3.0,5.0
2501EFE030/006,CA00002,WESTFORMMETALINC.,CA00030,AMALGAMATEDTRADINGLTD.,CA00002,WESTFORMMETALINC.,PL03858,ASTM,A792SSGR80,0,0.381,1041.0,AZ50,AC,H2,CSC,1008C,SAE1008,2.01,1051.0,0.339,SLH372Y1,SLH372,25,BW73Z2,NOM,COG003,超耐候屋頂(保證年限),ON007,無選配,508,P,S000,E0,-,3.0,4.5
2501EFE020/002,US00170,WESTMANSTEEL,JP00004,台灣住友商事股份有限公司,US00170,WESTMANSTEEL,PL04311,ASTM,A792SSGR80,0,0.381,1029.0,AZ50,AC,H2,CSC,1008C,SAE1008,2.0,1051.0,0.339,SLH584Y2,SLH584,25,BW73Z2,NOM,COG003,超耐候屋頂(保證年限),ON007,無選配,508,P,S000,E0,-,2.5,4.5
2504DCD010/003,TWS0112,和桑貿易股份有限公司,TWS0112,和桑貿易股份有限公司,TWS0112,和桑貿易股份有限公司,PL05187,CNS,CGLCC-20,-1.6,0.35,1000.0,AZ150,BC,S1,CSC,SAE1008,SAE1008,2.0,1010.0,0.347,NWS1ZSY1,NWS1ZS,NOM,BW74X2,15,COA020,印刷戶外壁板,ON008,無選配,508,S,C811,D2,-,3.0,5.0
2501EFE064/002,US00505,TATAINTERNATIONAL(USA),US00505,TATAINTERNATIONAL(USA),US00022,NORTHWESTMETALS,PL03943,ASTM,A792SSGR80,0,0.483,1092.0,AZ50,AC,H2,MARU,1008LAK,SAE1008,2.01,1102.0,0.441,SBH4Y4Y4,SBH4Y4,25,BW4CY2,12.5,COG003,超耐候屋頂(保證年限),ON007,無選配,508,P,S000,E0,-,2.73,4.53
2508DFD041/002,TWS0078,?泰工業股份有限公司,TWS0078,?泰工業股份有限公司,TWS0078,?泰工業股份有限公司,PL05879,SYSCO,CGLC-10,-7.3,0.52,914.0,AZ100,AC,S1,CSC,1008C,SAE1008,2.1,924.0,0.461,1Y3161M4,1Y3161,NOM,BW7462,NOM,COA034,大宗浪板（國內）,ON021,無選配,508,N,C840,D4,-,3.0,5.0
2508DFD040/005,TWS0008,亞喬企業股份有限公司,TWS0008,亞喬企業股份有限公司,TWS0008,亞喬企業股份有限公司,PL06284,CNS,CGLC400-10,0,0.426,912.0,AZ70,BC,S1,CSC,SAE1012,SAE1012,2.02,925.0,0.43,EC4364Y1,EC4364,25,BW7362,NOM,CIA006,室內隔間(抗靜電),OL001,無選配,508,P,C008,S4,-,3.8,4.3
2508DFD040/006,TWS0008,亞喬企業股份有限公司,TWS0008,亞喬企業股份有限公司,TWS0008,亞喬企業股份有限公司,PL06216,CNS,CGLC400-10,0,0.476,1210.0,AZ70,BC,S1,CSC,SAE1012,SAE1012,2.02,1230.0,0.481,EC4364Y1,EC4364,25,BW7362,NOM,CIA006,室內隔間(抗靜電),OL001,無選配,508,P,C008,S4,-,2.8,3.2
2508DFD041/003,TWS0078,?泰工業股份有限公司,TWS0078,?泰工業股份有限公司,TWS0078,?泰工業股份有限公司,PL05199,CNS,CGLCC-10,-8,0.216,830.0,AZ50,BC,S1,CSC,SAE1008,SAE1008,2.0,845.0,0.201,1W0862L4,1W0862,NOM,BW7362,NOM,COR004,屋頂背板,-,無選配,508,P,CT01,D4,-,3.0,5.0
2508DFD037/001,TWS0112,和桑貿易股份有限公司,TWS0112,和桑貿易股份有限公司,TWS0112,和桑貿易股份有限公司,PS00052,SYSCO,CSUS304-20,0,0.46,914.0,-,BC,S1,YU,SUS304,SUS304,0.46,914.0,0.46,NBW3TSY2,NBW3TS,NOM,BW73X2,15,COA020,印刷戶外壁板,-,無選配,508,S,C999,A3,-,3.0,5.0
2508DFD037/002,TWS0112,和桑貿易股份有限公司,TWS0112,和桑貿易股份有限公司,TWS0112,和桑貿易股份有限公司,PS00045,SYSCO,CSUS304-20,0,0.46,1000.0,-,BC,S1,YU,SUS304,SUS304,0.46,1000.0,0.46,NBW3TSY2,NBW3TS,NOM,BW73X2,15,COA020,印刷戶外壁板,-,無選配,508,S,C999,A3,-,3.0,5.0
2509EFE006/001,US00217,CASCADIAMETALS,US00283,PACIFICSTEELSALESCORPORATION,US00217,CASCADIAMETALS,PL03843,ASTM,A792SSGR80,0,0.361,1038.0,AZ50,MIN,H2,TTC,1008MOD,SAE1008,2.01,1051.0,0.337,SYG8Q4Y1,SYG8Q4,25,BW57Y4,12.5,COG007,超保固屋頂(保證年限),ON007,無選配,508,P,S000,E0,-,3.0,4.5
2508DFD040/002,TWS0008,亞喬企業股份有限公司,TWS0008,亞喬企業股份有限公司,TWS0008,亞喬企業股份有限公司,PL06284,CNS,CGLC400-10,0,0.426,912.0,AZ70,BC,S1,CSC,SAE1012,SAE1012,2.02,925.0,0.43,LC2204Y1,LC2204,25,BW7362,NOM,CIA007,室內隔間,OL001,無選配,508,P,C008,S4,-,3.8,4.1
2508DFD039/005,TWS0008,亞喬企業股份有限公司,TWS0008,亞喬企業股份有限公司,TWS0008,亞喬企業股份有限公司,PL06382,SYSCO,CGLC-10,0,0.726,1224.0,AZ070,BC,S1,CH,SAE1008,SAE1008,2.0,1245.0,0.733,4W5B64Y1,4W5B64,NOM,BW7462,NOM,CIR030,冷藏展示櫃（非無毒）,ON025,亞橋由廣告板正名冷藏展示櫃(非無毒),610,E,C008,D4,-,5.0,8.0
2508DFD039/006,TWS0008,亞喬企業股份有限公司,TWS0008,亞喬企業股份有限公司,TWS0008,亞喬企業股份有限公司,PL06291,SYSCO,CGLC-10,0,1,912.0,AZ070,BC,S1,CH,SAE1008,SAE1008,2.5,924.0,1.01,6C2404Y1,6C2404,25,BW7362,NOM,CIC034,空調控制箱體,OR008,空調控制箱體-弘旭,508,R,C008,D4,-,2.0,3.0
2508DFD040/001,TWS0008,亞喬企業股份有限公司,TWS0008,亞喬企業股份有限公司,TWS0008,亞喬企業股份有限公司,PL06284,CNS,CGLC400-10,0,0.426,912.0,AZ70,BC,S1,CSC,SAE1012,SAE1012,2.02,925.0,0.43,LY1304Y1,LY1304,25,BW7362,NOM,CIA007,室內隔間,OL001,無選配,508,P,C008,S4,-,3.8,4.3
2508DFD039/002,TWS0008,亞喬企業股份有限公司,TWS0008,亞喬企業股份有限公司,TWS0008,亞喬企業股份有限公司,PL06251,SYSCO,CGLC-10,0,0.476,914.0,AZ070,BC,S1,TTC,1008MOD,SAE1008,2.01,926.0,0.481,4W5B64Y1,4W5B64,NOM,BW7462,NOM,CIR030,冷藏展示櫃（非無毒）,ON025,無選配,508,E,C008,D4,-,3.5,4.7
2508DFD039/003,TWS0008,亞喬企業股份有限公司,TWS0008,亞喬企業股份有限公司,TWS0008,亞喬企業股份有限公司,PL06251,SYSCO,CGLC-10,0,0.476,914.0,AZ070,BC,S1,TTC,1008MOD,SAE1008,2.01,926.0,0.481,7W7B84Y1,7W7B84,18,BW7362,NOM,CIR030,冷藏展示櫃（非無毒）,ON025,無選配,508,E,C008,D4,-,3.5,4.7
2508DFD039/004,TWS0008,亞喬企業股份有限公司,TWS0008,亞喬企業股份有限公司,TWS0008,亞喬企業股份有限公司,PL06252,SYSCO,CGLC-10,0,0.476,1219.0,AZ070,BC,S1,TTC,1008MOD,SAE1008,2.01,1229.0,0.481,4W5B64Y1,4W5B64,NOM,BW7462,NOM,CIR030,冷藏展示櫃（非無毒）,ON025,無選配,508,E,C008,D4,-,3.5,4.5
2507EFE051/001,US00575,HIGHLINEMETALROOFINGPRODUCTS,US00513,PACIFICMETALSTRADINGINC.,US00575,HIGHLINEMETALROOFINGPRODUCTS,PL03946,ASTM,A792SSGR80,0,0.361,1038.0,AZ50,AC,H2,CSC,1008C,SAE1008,2.01,1051.0,0.319,SBG694Y2,SBG694,25,BW4CY2,12.5,COG003,超耐候屋頂(保證年限),ON007,超耐候屋頂,508,P,S000,E0,-,2.73,4.31
2509EFE021/001,US00573,"INFINITYCARPORTS,INC.",US00518,OLBERTMETALSALESINC.,US00573,"INFINITYCARPORTS,INC.",PL03593,ASTM,A792SSGR80,0,0.457,1092.0,AZ50,AC,H2,JSTC,1008MOD,SAE1008,2.01,1102.0,0.415,7W44T1Y1,7W44T1,25,BW4CY2,12.5,COG001,屋頂(保證年限),-,無選配,508,P,S000,E0,-,2.73,4.54
2509EFE023/001,LK00011,ELCARDOTRADING(PVT)LTD,JP00004,台灣住友商事股份有限公司,LK00011,ELCARDOTRADING(PVT)LTD,PL06454,ASTM,A792MSSGR275,0,0.47,914.0,AZM150,AC,S1,CSC,SAE1012,SAE1012,2.02,925.0,0.432,RYB972Y1,RYB972,25,BW70Z2,NOM,COA010,輕捲門,OR001,R字頭捲門,508,S,C852,E0,-,2.5,5.0
2509EFE022/002,LK00011,ELCARDOTRADING(PVT)LTD,JP00004,台灣住友商事股份有限公司,LK00011,ELCARDOTRADING(PVT)LTD,PL06454,ASTM,A792MSSGR275,0,0.47,914.0,AZM150,AC,S1,CSC,SAE1012,SAE1012,2.02,925.0,0.432,RCF2Z2Y1,RCF2Z2,25,BW70Z2,NOM,COA010,輕捲門,OR001,無選配,508,S,C852,E0,-,2.5,5.0
2509EFE022/003,LK00011,ELCARDOTRADING(PVT)LTD,JP00004,台灣住友商事股份有限公司,LK00011,ELCARDOTRADING(PVT)LTD,PL06454,ASTM,A792MSSGR275,0,0.47,914.0,AZM150,AC,S1,CSC,SAE1012,SAE1012,2.02,925.0,0.432,RWF402Y1,RWF402,25,BW70Z2,NOM,COA010,輕捲門,OR001,無選配,508,S,C852,E0,-,2.5,5.0
2509EFE022/004,LK00011,ELCARDOTRADING(PVT)LTD,JP00004,台灣住友商事股份有限公司,LK00011,ELCARDOTRADING(PVT)LTD,PL06454,ASTM,A792MSSGR275,0,0.47,914.0,AZM150,AC,S1,CSC,SAE1012,SAE1012,2.02,925.0,0.432,RGF762Y1,RGF762,25,BW70Z2,NOM,COA010,輕捲門,OR001,無選配,508,S,C852,E0,-,2.5,5.0
2509EFE022/005,LK00011,ELCARDOTRADING(PVT)LTD,JP00004,台灣住友商事股份有限公司,LK00011,ELCARDOTRADING(PVT)LTD,PL06454,ASTM,A792MSSGR275,0,0.47,914.0,AZM150,AC,S1,CSC,SAE1012,SAE1012,2.02,925.0,0.432,RCF662Y1,RCF662,25,BW70Z2,NOM,COA010,輕捲門,OR001,無選配,508,S,C852,E0,-,2.5,5.0
2509EFE022/006,LK00011,ELCARDOTRADING(PVT)LTD,JP00004,台灣住友商事股份有限公司,LK00011,ELCARDOTRADING(PVT)LTD,PL06454,ASTM,A792MSSGR275,0,0.47,914.0,AZM150,AC,S1,CSC,SAE1012,SAE1012,2.02,925.0,0.432,RLF682Y1,RLF682,25,BW70Z2,NOM,COA010,輕捲門,OR001,無選配,508,S,C852,E0,-,2.5,5.0
2508DFD073/001,TWS0008,亞喬企業股份有限公司,TWS0008,亞喬企業股份有限公司,TWS0008,亞喬企業股份有限公司,PL05999,SYSCO,CGLC-10,-1,0.326,1219.0,AZ070,BC,S1,MARU,1008LAK,SAE1008,2.01,1229.0,0.326,4W5464Y2,4W5464,NOM,BY6862,NOM,COA007,廣告板,-,無選配,508,E,C008,D4,-,3.5,4.5
2501EFE020/003,US00170,WESTMANSTEEL,JP00004,台灣住友商事股份有限公司,US00170,WESTMANSTEEL,PL04311,ASTM,A792SSGR80,0,0.381,1029.0,AZ50,AC,H2,CSC,1008C,SAE1008,2.0,1051.0,0.339,SYT9P4Y1,SYT9P4,25,BW73Z2,NOM,COG007,超保固屋頂(保證年限),ON007,超耐候屋頂,508,P,S000,E0,-,2.5,4.5
2501EFE030/007,CA00002,WESTFORMMETALINC.,CA00030,AMALGAMATEDTRADINGLTD.,CA00002,WESTFORMMETALINC.,PL03159,ASTM,A792SSGR80,0,0.381,1041.0,AZ50,AC,H2,CSC,1008C,SAE1008,2.01,1051.0,0.339,SL3404Y1,SL3404,25,BW73Z2,NOM,COG001,屋頂(保證年限),-,無選配,508,P,S000,E0,-,3.0,4.5
2502EFE009/004,CA00029,VICWESTINC.,CA00030,AMALGAMATEDTRADINGLTD.,CA00029,VICWESTINC.,PL06461,ASTM,A792SSGR80,0,0.381,1076.0,AZ50,MIN,H2,CH,SAE1008,SAE1008,2.2,1102.0,0.358,SWH684Y1,SWH684,25,BW73Z2,NOM,COG003,超耐候屋頂(保證年限),ON027,無選配,508,P,S000,E0,-,3.0,4.5
2502EFE036/001,JP00007,台灣三井物產股份有限公司,JP00007,台灣三井物產股份有限公司,CA00051,VICWESTBC,PL06097,ASTM,A792SSGR33,0,0.381,909.0,AZ50,MIN,S1,JSTC,1008MOD,SAE1008,2.01,926.0,0.362,SBH5Y4Y2,SBH5Y4,25,BW73Z2,NOM,COG003,超耐候屋頂(保證年限),ON007,無選配,508,P,C071,E0,-,2.0,4.54
2512DFD076/001,TWP0002,隆豐企業股份有限公司,TWP0002,隆豐企業股份有限公司,TWP0002,隆豐企業股份有限公司,PL06505,CNS,CGLCC-10,0,0.376,914.0,AZ70,BC,S1,MARU,1008LAK,SAE1008,2.01,924.0,0.38,5W1901Y1,5W1901,NOM,BW6861,NOM,CIA029,冷藏車低溫車廂內襯,ON029,壁板背板寬度公差-2?+5,508,E,C008,D2,-,3.0,5.0
2512DFD077/001,TWM0023,喬利鋼鐵工業股份有限公司,TWM0023,喬利鋼鐵工業股份有限公司,TWM0023,喬利鋼鐵工業股份有限公司,PL05363,CNS,CGLC400-30,-1.4,0.52,914.0,AZ150,AC,S1,CSC,SAE1012,SAE1012,2.02,925.0,0.476,FW2184Y1,FW2184,25,BW73Y2,12.5,CIA008,戶外壁板,ON006,無選配,508,R,C815,D2,-,3.0,5.0
2512DFD078/003,TWM0023,喬利鋼鐵工業股份有限公司,TWM0023,喬利鋼鐵工業股份有限公司,TWM0023,喬利鋼鐵工業股份有限公司,PL05364,CNS,CGLC400-20,-1.2,0.42,914.0,AZ150,AC,S1,CSC,SAE1012,SAE1012,2.02,925.0,0.377,SW6262Y1,SW6262,25,BW73Y2,12.5,CIA008,戶外壁板,ON006,無選配,508,R,C814,D2,-,3.0,5.0
2512DFD078/004,TWM0023,喬利鋼鐵工業股份有限公司,TWM0023,喬利鋼鐵工業股份有限公司,TWM0023,喬利鋼鐵工業股份有限公司,PL05364,CNS,CGLC400-20,-1.2,0.42,914.0,AZ150,AC,S1,CSC,SAE1012,SAE1012,2.02,925.0,0.377,SC2182Y1,SC2182,25,BW73Y2,12.5,CIA008,戶外壁板,ON006,無選配,508,R,C814,D2,-,3.0,5.0
2512DFD078/005,TWM0023,喬利鋼鐵工業股份有限公司,TWM0023,喬利鋼鐵工業股份有限公司,TWM0023,喬利鋼鐵工業股份有限公司,PL05363,CNS,CGLC400-20,-1.4,0.52,914.0,AZ150,AC,S1,CSC,SAE1012,SAE1012,2.02,925.0,0.476,SC2182Y1,SC2182,25,BW73Y2,12.5,CIA008,戶外壁板,ON006,無選配,508,R,C814,D2,-,3.0,5.0
